id_region,id_date,id_classe_age_hosp,nbr_rea,nbr_dc
2,2,79,0,0
2,2,89,0,1
2,2,90,0,0
3,2,0,0,0
3,2,9,0,0
3,2,19,0,0
3,2,29,0,0
3,2,39,0,0
3,2,49,0,0
3,2,59,0,0
3,2,69,0,0
3,2,79,0,0
3,2,89,0,0
3,2,90,0,0
4,2,0,2,0
4,2,9,0,0
4,2,19,0,0
4,2,29,0,0
4,2,39,0,0
4,2,49,0,0
4,2,59,0,0
4,2,69,0,0
4,2,79,1,0
4,2,89,1,0
4,2,90,0,0
6,2,0,0,0
6,2,9,0,0
6,2,19,0,0
6,2,29,0,0
6,2,39,0,0
6,2,49,0,0
6,2,59,0,0
6,2,69,0,0
6,2,79,0,0
6,2,89,0,0
6,2,90,0,0
11,2,0,410,73
11,2,9,2,0
11,2,19,2,0
11,2,29,4,0
11,2,39,22,0
11,2,49,42,4
11,2,59,98,2
11,2,69,93,8
11,2,79,92,19
11,2,89,46,30
11,2,90,3,6
24,2,0,11,1
24,2,9,0,0
24,2,19,0,0
24,2,29,0,0
24,2,39,0,0
24,2,49,0,0
24,2,59,1,0
24,2,69,3,0
24,2,79,5,1
24,2,89,2,0
24,2,90,0,0
27,2,0,63,19
27,2,9,0,0
27,2,19,0,0
27,2,29,1,0
27,2,39,1,0
27,2,49,2,0
27,2,59,11,1
27,2,69,21,1
27,2,79,17,5
27,2,89,10,9
27,2,90,0,3
28,2,0,11,5
28,2,9,0,0
28,2,19,0,0
28,2,29,0,0
28,2,39,0,0
28,2,49,0,0
28,2,59,1,0
28,2,69,5,1
28,2,79,3,1
28,2,89,2,2
28,2,90,0,1
32,2,0,116,46
32,2,9,0,0
32,2,19,1,0
32,2,29,2,0
32,2,39,4,0
32,2,49,4,0
32,2,59,20,0
32,2,69,31,6
32,2,79,45,14
32,2,89,8,21
32,2,90,0,5
44,2,0,259,158
44,2,9,0,0
44,2,19,2,0
44,2,29,1,1
44,2,39,9,0
44,2,49,19,2
44,2,59,47,4
44,2,69,84,13
44,2,79,72,28
44,2,89,20,74
44,2,90,0,34
52,2,0,14,1
52,2,9,0,0
52,2,19,0,0
52,2,29,0,0
52,2,39,0,0
52,2,49,1,0
52,2,59,2,0
52,2,69,4,0
52,2,79,4,0
52,2,89,3,0
52,2,90,0,1
53,2,0,25,10
53,2,9,0,0
53,2,19,0,0
53,2,29,0,0
53,2,39,2,0
53,2,49,0,0
53,2,59,4,0
53,2,69,0,1
53,2,79,12,0
53,2,89,7,5
53,2,90,0,4
75,2,0,12,3
75,2,9,0,0
75,2,19,0,0
75,2,29,1,0
75,2,39,0,0
75,2,49,1,0
75,2,59,2,1
75,2,69,3,0
75,2,79,3,0
75,2,89,2,1
75,2,90,0,1
76,2,0,59,17
76,2,9,0,0
76,2,19,0,0
76,2,29,0,1
76,2,39,0,0
76,2,49,4,0
76,2,59,8,1
76,2,69,18,1
76,2,79,22,4
76,2,89,6,9
76,2,90,1,1
84,2,0,74,28
84,2,9,1,0
84,2,19,0,0
84,2,29,0,0
84,2,39,0,1
84,2,49,2,0
84,2,59,11,1
84,2,69,19,1
84,2,79,32,5
84,2,89,7,12
84,2,90,0,8
93,2,0,47,9
93,2,9,0,0
93,2,19,0,0
93,2,29,1,0
93,2,39,0,0
93,2,49,4,0
93,2,59,8,0
93,2,69,9,1
93,2,79,19,1
93,2,89,5,6
93,2,90,1,1
94,2,0,14,1
94,2,9,0,0
94,2,19,0,0
94,2,29,0,0
94,2,39,0,0
94,2,49,0,0
94,2,59,3,0
94,2,69,5,0
94,2,79,4,0
94,2,89,1,0
94,2,90,0,1
1,3,0,0,0
1,3,9,0,0
1,3,19,0,0
1,3,29,0,0
1,3,39,0,0
1,3,49,0,0
1,3,59,0,0
1,3,69,0,0
1,3,79,0,0
1,3,89,0,0
1,3,90,0,0
2,3,0,5,1
2,3,9,0,0
2,3,19,0,0
2,3,29,1,0
2,3,39,0,0
2,3,49,1,0
2,3,59,0,0
2,3,69,3,0
2,3,79,0,0
2,3,89,0,1
2,3,90,0,0
3,3,0,0,0
3,3,9,0,0
3,3,19,0,0
3,3,29,0,0
3,3,39,0,0
3,3,49,0,0
3,3,59,0,0
3,3,69,0,0
3,3,79,0,0
3,3,89,0,0
3,3,90,0,0
4,3,0,2,0
4,3,9,0,0
4,3,19,0,0
4,3,29,0,0
4,3,39,0,0
4,3,49,0,0
4,3,59,0,0
4,3,69,0,0
4,3,79,1,0
4,3,89,1,0
4,3,90,0,0
6,3,0,0,0
6,3,9,0,0
6,3,19,0,0
6,3,29,0,0
6,3,39,0,0
6,3,49,0,0
6,3,59,0,0
6,3,69,0,0
6,3,79,0,0
6,3,89,0,0
6,3,90,0,0
11,3,0,484,99
11,3,9,2,0
11,3,19,2,0
11,3,29,6,0
11,3,39,29,0
11,3,49,48,4
11,3,59,121,3
11,3,69,117,11
11,3,79,104,27
11,3,89,46,41
11,3,90,3,9
24,3,0,13,2
24,3,9,0,0
24,3,19,0,0
24,3,29,0,0
24,3,39,0,0
24,3,49,0,0
24,3,59,2,0
24,3,69,4,0
24,3,79,6,1
24,3,89,1,1
24,3,90,0,0
27,3,0,71,22
27,3,9,0,0
27,3,19,0,0
27,3,29,1,0
27,3,39,1,0
27,3,49,3,0
27,3,59,12,1
27,3,69,22,1
27,3,79,19,7
27,3,89,13,10
27,3,90,0,3
28,3,0,13,7
28,3,9,0,0
28,3,19,0,0
28,3,29,0,0
28,3,39,1,0
28,3,49,0,0
28,3,59,1,0
28,3,69,6,1
28,3,79,3,1
28,3,89,2,4
28,3,90,0,1
32,3,0,136,51
32,3,9,0,0
32,3,19,1,0
32,3,29,1,0
32,3,39,7,0
32,3,49,6,0
32,3,59,23,0
32,3,69,42,7
32,3,79,45,17
32,3,89,10,23
32,3,90,0,4
44,3,0,294,183
44,3,9,0,0
44,3,19,1,0
44,3,29,1,0
44,3,39,10,0
44,3,49,23,2
44,3,59,50,5
44,3,69,93,14
44,3,79,91,33
44,3,89,19,87
44,3,90,0,40
52,3,0,17,1
52,3,9,0,0
52,3,19,0,0
52,3,29,0,0
52,3,39,0,0
52,3,49,1,0
52,3,59,2,0
52,3,69,5,0
52,3,79,6,0
52,3,89,3,0
52,3,90,0,1
53,3,0,25,12
53,3,9,0,0
53,3,19,0,0
53,3,29,0,0
53,3,39,2,0
53,3,49,0,0
53,3,59,4,0
53,3,69,0,1
53,3,79,12,1
53,3,89,7,6
53,3,90,0,4
75,3,0,15,4
75,3,9,0,0
75,3,19,0,0
75,3,29,1,0
75,3,39,0,0
75,3,49,1,0
75,3,59,2,1
75,3,69,4,1
75,3,79,5,0
75,3,89,2,1
75,3,90,0,1
76,3,0,66,21
76,3,9,0,0
76,3,19,0,0
76,3,29,0,1
76,3,39,1,0
76,3,49,6,0
76,3,59,9,1
76,3,69,20,0
76,3,79,24,5
76,3,89,5,12
76,3,90,1,2
84,3,0,87,33
84,3,9,1,0
84,3,19,0,0
84,3,29,0,0
84,3,39,2,1
84,3,49,3,0
84,3,59,13,1
84,3,69,21,1
84,3,79,36,7
84,3,89,9,14
84,3,90,0,9
93,3,0,55,11
93,3,9,0,0
93,3,19,0,0
93,3,29,1,0
93,3,39,0,0
93,3,49,5,0
93,3,59,7,0
93,3,69,13,1
93,3,79,21,2
93,3,89,7,7
93,3,90,1,1
94,3,0,14,3
94,3,9,0,0
94,3,19,0,0
94,3,29,0,0
94,3,39,0,0
94,3,49,0,0
94,3,59,3,0
94,3,69,5,1
94,3,79,4,1
94,3,89,1,0
94,3,90,0,1
1,4,0,0,0
1,4,9,0,0
1,4,19,0,0
1,4,29,0,0
1,4,39,0,0
1,4,49,0,0
1,4,59,0,0
1,4,69,0,0
1,4,79,0,0
1,4,89,0,0
1,4,90,0,0
2,4,0,5,1
2,4,9,0,0
2,4,19,0,0
2,4,29,1,0
2,4,39,0,0
2,4,49,1,0
2,4,59,0,0
2,4,69,3,0
2,4,79,0,0
2,4,89,0,1
2,4,90,0,0
3,4,0,0,0
3,4,9,0,0
3,4,19,0,0
3,4,29,0,0
3,4,39,0,0
3,4,49,0,0
3,4,59,0,0
3,4,69,0,0
3,4,79,0,0
3,4,89,0,0
3,4,90,0,0
4,4,0,2,0
4,4,9,0,0
4,4,19,0,0
4,4,29,0,0
4,4,39,0,0
4,4,49,0,0
4,4,59,0,0
4,4,69,0,0
4,4,79,1,0
4,4,89,1,0
4,4,90,0,0
6,4,0,0,0
6,4,9,0,0
6,4,19,0,0
6,4,29,0,0
6,4,39,0,0
6,4,49,0,0
6,4,59,0,0
6,4,69,0,0
6,4,79,0,0
6,4,89,0,0
6,4,90,0,0
11,4,0,567,126
11,4,9,3,0
11,4,19,2,0
11,4,29,7,0
11,4,39,33,0
11,4,49,60,4
11,4,59,141,5
11,4,69,132,16
11,4,79,128,33
11,4,89,53,51
11,4,90,3,13
24,4,0,15,3
24,4,9,0,0
24,4,19,0,0
24,4,29,0,0
24,4,39,0,0
24,4,49,1,0
24,4,59,2,0
24,4,69,4,0
24,4,79,7,1
24,4,89,1,2
24,4,90,0,0
27,4,0,82,35
27,4,9,0,0
27,4,19,0,0
27,4,29,1,0
27,4,39,2,0
27,4,49,4,0
27,4,59,14,2
27,4,69,25,1
27,4,79,21,11
27,4,89,14,15
27,4,90,0,6
28,4,0,22,6
28,4,9,0,0
28,4,19,0,0
28,4,29,0,0
28,4,39,1,0
28,4,49,1,0
28,4,59,1,0
28,4,69,10,1
28,4,79,6,1
28,4,89,3,3
28,4,90,0,1
32,4,0,147,58
32,4,9,0,0
32,4,19,0,0
32,4,29,2,0
32,4,39,7,0
32,4,49,8,0
32,4,59,25,0
32,4,69,43,7
32,4,79,50,18
32,4,89,11,29
32,4,90,0,4
44,4,0,349,227
44,4,9,0,0
44,4,19,1,0
44,4,29,3,0
44,4,39,11,0
44,4,49,26,2
44,4,59,50,6
44,4,69,111,18
44,4,79,117,47
44,4,89,21,100
44,4,90,0,50
52,4,0,23,3
52,4,9,0,0
52,4,19,0,0
52,4,29,0,0
52,4,39,0,0
52,4,49,1,0
52,4,59,3,0
52,4,69,7,0
52,4,79,7,0
52,4,89,4,1
52,4,90,0,2
53,4,0,26,15
53,4,9,0,0
53,4,19,0,0
53,4,29,0,0
53,4,39,1,0
53,4,49,0,0
53,4,59,4,0
53,4,69,2,1
53,4,79,13,2
53,4,89,6,8
53,4,90,0,4
75,4,0,32,5
75,4,9,0,0
75,4,19,0,0
75,4,29,1,0
75,4,39,0,0
75,4,49,2,0
75,4,59,6,1
75,4,69,9,1
75,4,79,9,0
75,4,89,5,2
75,4,90,0,1
76,4,0,72,26
76,4,9,0,0
76,4,19,0,0
76,4,29,1,1
76,4,39,3,0
76,4,49,7,0
76,4,59,10,1
76,4,69,21,1
76,4,79,23,5
76,4,89,5,15
76,4,90,1,3
84,4,0,97,40
84,4,9,1,0
84,4,19,0,0
84,4,29,0,0
84,4,39,2,1
84,4,49,4,0
84,4,59,15,1
84,4,69,23,2
84,4,79,41,10
84,4,89,9,17
84,4,90,0,9
93,4,0,72,13
93,4,9,0,0
93,4,19,0,0
93,4,29,1,0
93,4,39,1,0
93,4,49,8,0
93,4,59,10,0
93,4,69,14,1
93,4,79,27,2
93,4,89,7,9
93,4,90,3,1
94,4,0,14,4
94,4,9,0,0
94,4,19,0,0
94,4,29,0,0
94,4,39,0,0
94,4,49,0,0
94,4,59,3,0
94,4,69,6,1
94,4,79,4,2
94,4,89,1,0
94,4,90,0,1
1,5,0,6,0
1,5,9,0,0
1,5,19,0,0
1,5,29,0,0
1,5,39,1,0
1,5,49,0,0
1,5,59,2,0
1,5,69,2,0
1,5,79,1,0
1,5,89,0,0
1,5,90,0,0
2,5,0,5,1
2,5,9,0,0
2,5,19,0,0
2,5,29,1,0
2,5,39,0,0
2,5,49,1,0
2,5,59,0,0
2,5,69,3,0
2,5,79,0,0
2,5,89,0,1
2,5,90,0,0
3,5,0,0,0
3,5,9,0,0
3,5,19,0,0
3,5,29,0,0
3,5,39,0,0
3,5,49,0,0
3,5,59,0,0
3,5,69,0,0
3,5,79,0,0
3,5,89,0,0
3,5,90,0,0
4,5,0,2,0
4,5,9,0,0
4,5,19,0,0
4,5,29,0,0
4,5,39,0,0
4,5,49,0,0
4,5,59,0,0
4,5,69,0,0
4,5,79,1,0
4,5,89,1,0
4,5,90,0,0
6,5,0,0,0
6,5,9,0,0
6,5,19,0,0
6,5,29,0,0
6,5,39,0,0
6,5,49,0,0
6,5,59,0,0
6,5,69,0,0
6,5,79,0,0
6,5,89,0,0
6,5,90,0,0
11,5,0,666,148
11,5,9,2,0
11,5,19,2,0
11,5,29,9,0
11,5,39,42,1
11,5,49,70,5
11,5,59,169,5
11,5,69,153,21
11,5,79,150,36
11,5,89,59,58
11,5,90,4,18
24,5,0,21,3
24,5,9,0,0
24,5,19,0,0
24,5,29,0,0
24,5,39,0,0
24,5,49,2,0
24,5,59,3,0
24,5,69,7,0
24,5,79,8,1
24,5,89,1,2
24,5,90,0,0
27,5,0,90,48
27,5,9,0,0
27,5,19,0,0
27,5,29,1,0
27,5,39,2,0
27,5,49,3,1
27,5,59,15,2
27,5,69,27,5
27,5,79,26,13
27,5,89,15,18
27,5,90,0,9
28,5,0,29,8
28,5,9,0,0
28,5,19,0,0
28,5,29,0,0
28,5,39,1,0
28,5,49,2,0
28,5,59,2,0
28,5,69,12,1
28,5,79,9,2
28,5,89,3,4
28,5,90,0,1
32,5,0,156,69
32,5,9,0,0
32,5,19,0,0
32,5,29,2,0
32,5,39,8,0
32,5,49,9,1
32,5,59,29,0
32,5,69,43,10
32,5,79,52,21
32,5,89,12,31
32,5,90,0,6
44,5,0,385,266
44,5,9,0,0
44,5,19,1,0
44,5,29,1,0
44,5,39,11,0
44,5,49,30,2
44,5,59,55,6
44,5,69,122,21
44,5,79,136,63
44,5,89,22,115
44,5,90,0,55
52,5,0,28,4
52,5,9,0,0
52,5,19,0,0
52,5,29,0,0
52,5,39,0,0
52,5,49,1,0
52,5,59,3,0
52,5,69,11,0
52,5,79,9,0
52,5,89,3,2
52,5,90,0,2
53,5,0,31,17
53,5,9,0,0
53,5,19,0,0
53,5,29,0,0
53,5,39,1,0
53,5,49,0,0
53,5,59,8,0
53,5,69,4,1
53,5,79,12,3
53,5,89,6,9
53,5,90,0,4
75,5,0,41,9
75,5,9,0,0
75,5,19,0,0
75,5,29,1,0
75,5,39,0,0
75,5,49,2,0
75,5,59,10,1
75,5,69,10,1
75,5,79,11,0
75,5,89,6,5
75,5,90,0,2
76,5,0,73,28
76,5,9,0,0
76,5,19,0,0
76,5,29,0,1
76,5,39,2,0
76,5,49,8,0
76,5,59,10,1
76,5,69,22,1
76,5,79,23,4
76,5,89,7,18
76,5,90,1,3
84,5,0,119,52
84,5,9,1,0
84,5,19,0,0
84,5,29,1,0
84,5,39,3,1
84,5,49,6,0
84,5,59,17,1
84,5,69,31,2
84,5,79,47,13
84,5,89,10,20
84,5,90,0,15
93,5,0,79,15
93,5,9,0,0
93,5,19,0,0
93,5,29,1,0
93,5,39,1,0
93,5,49,8,0
93,5,59,13,0
93,5,69,17,1
93,5,79,28,2
93,5,89,7,10
93,5,90,3,2
94,5,0,15,6
94,5,9,0,0
94,5,19,0,0
94,5,29,0,0
94,5,39,0,0
94,5,49,0,0
94,5,59,2,0
94,5,69,7,1
94,5,79,5,2
94,5,89,1,2
94,5,90,0,1
1,6,0,6,0
1,6,9,0,0
1,6,19,0,0
1,6,29,0,0
1,6,39,1,0
1,6,49,0,0
1,6,59,2,0
1,6,69,2,0
1,6,79,1,0
1,6,89,0,0
1,6,90,0,0
2,6,0,5,1
2,6,9,0,0
2,6,19,0,0
2,6,29,1,0
2,6,39,0,0
2,6,49,1,0
2,6,59,0,0
2,6,69,3,0
2,6,79,0,0
2,6,89,0,1
2,6,90,0,0
3,6,0,0,0
3,6,9,0,0
3,6,19,0,0
3,6,29,0,0
3,6,39,0,0
3,6,49,0,0
3,6,59,0,0
3,6,69,0,0
3,6,79,0,0
3,6,89,0,0
3,6,90,0,0
4,6,0,2,0
4,6,9,0,0
4,6,19,0,0
4,6,29,0,0
4,6,39,0,0
4,6,49,0,0
4,6,59,0,0
4,6,69,0,0
4,6,79,1,0
4,6,89,1,0
4,6,90,0,0
6,6,0,0,0
6,6,9,0,0
6,6,19,0,0
6,6,29,0,0
6,6,39,0,0
6,6,49,0,0
6,6,59,0,0
6,6,69,0,0
6,6,79,0,0
6,6,89,0,0
6,6,90,0,0
11,6,0,787,193
11,6,9,5,0
11,6,19,2,0
11,6,29,9,0
11,6,39,53,1
11,6,49,79,5
11,6,59,200,9
11,6,69,201,25
11,6,79,176,50
11,6,89,54,71
11,6,90,4,26
24,6,0,38,8
24,6,9,0,0
24,6,19,0,0
24,6,29,0,0
24,6,39,0,0
24,6,49,4,0
24,6,59,7,0
24,6,69,11,0
24,6,79,13,4
24,6,89,3,3
24,6,90,0,1
27,6,0,99,62
27,6,9,1,0
27,6,19,0,0
27,6,29,1,0
27,6,39,2,0
27,6,49,3,1
27,6,59,18,2
27,6,69,29,10
27,6,79,31,15
27,6,89,13,22
27,6,90,0,12
28,6,0,33,9
28,6,9,0,0
28,6,19,0,0
28,6,29,1,0
28,6,39,0,0
28,6,49,2,0
28,6,59,3,0
28,6,69,13,1
28,6,79,10,2
28,6,89,3,5
28,6,90,0,1
32,6,0,187,86
32,6,9,2,0
32,6,19,0,0
32,6,29,3,0
32,6,39,9,0
32,6,49,12,1
32,6,59,35,2
32,6,69,46,11
32,6,79,62,26
32,6,89,15,35
32,6,90,0,11
44,6,0,432,327
44,6,9,0,0
44,6,19,1,0
44,6,29,3,0
44,6,39,15,0
44,6,49,31,4
44,6,59,66,7
44,6,69,143,30
44,6,79,147,77
44,6,89,20,141
44,6,90,0,64
52,6,0,35,9
52,6,9,0,0
52,6,19,0,0
52,6,29,0,0
52,6,39,1,0
52,6,49,1,0
52,6,59,3,0
52,6,69,15,0
52,6,79,13,0
52,6,89,1,6
52,6,90,0,3
53,6,0,30,23
53,6,9,0,0
53,6,19,0,0
53,6,29,0,0
53,6,39,1,0
53,6,49,0,0
53,6,59,9,0
53,6,69,4,1
53,6,79,12,4
53,6,89,4,12
53,6,90,0,6
75,6,0,47,13
75,6,9,0,0
75,6,19,0,0
75,6,29,1,0
75,6,39,1,0
75,6,49,2,0
75,6,59,11,1
75,6,69,12,2
75,6,79,12,1
75,6,89,7,6
75,6,90,0,3
76,6,0,101,32
76,6,9,0,0
76,6,19,0,0
76,6,29,1,1
76,6,39,1,0
76,6,49,13,0
76,6,59,15,2
76,6,69,29,1
76,6,79,32,5
76,6,89,9,20
76,6,90,1,3
84,6,0,157,70
84,6,9,1,0
84,6,19,0,0
84,6,29,2,0
84,6,39,2,1
84,6,49,10,0
84,6,59,22,1
84,6,69,48,4
84,6,79,56,17
84,6,89,14,27
84,6,90,0,20
93,6,0,112,20
93,6,9,0,0
93,6,19,0,0
93,6,29,3,0
93,6,39,1,0
93,6,49,12,0
93,6,59,17,0
93,6,69,31,1
93,6,79,34,4
93,6,89,9,12
93,6,90,3,3
94,6,0,9,7
94,6,9,0,0
94,6,19,0,0
94,6,29,0,0
94,6,39,0,0
94,6,49,0,0
94,6,59,2,0
94,6,69,3,1
94,6,79,3,2
94,6,89,1,3
94,6,90,0,1
1,7,0,6,0
1,7,9,0,0
1,7,19,0,0
1,7,29,0,0
1,7,39,1,0
1,7,49,0,0
1,7,59,2,0
1,7,69,2,0
1,7,79,1,0
1,7,89,0,0
1,7,90,0,0
2,7,0,5,1
2,7,9,0,0
2,7,19,0,0
2,7,29,0,0
2,7,39,0,0
2,7,49,1,0
2,7,59,2,0
2,7,69,2,0
2,7,79,0,0
2,7,89,0,1
2,7,90,0,0
3,7,0,0,0
3,7,9,0,0
3,7,19,0,0
3,7,29,0,0
3,7,39,0,0
3,7,49,0,0
3,7,59,0,0
3,7,69,0,0
3,7,79,0,0
3,7,89,0,0
3,7,90,0,0
4,7,0,3,0
4,7,9,0,0
4,7,19,0,0
4,7,29,0,0
4,7,39,0,0
4,7,49,0,0
4,7,59,0,0
4,7,69,0,0
4,7,79,2,0
4,7,89,1,0
4,7,90,0,0
6,7,0,0,0
6,7,9,0,0
6,7,19,0,0
6,7,29,0,0
6,7,39,0,0
6,7,49,0,0
6,7,59,0,0
6,7,69,0,0
6,7,79,0,0
6,7,89,0,0
6,7,90,0,0
11,7,0,973,262
11,7,9,4,0
11,7,19,2,0
11,7,29,12,0
11,7,39,65,2
11,7,49,98,6
11,7,59,248,12
11,7,69,258,34
11,7,79,213,65
11,7,89,61,98
11,7,90,2,37
24,7,0,44,9
24,7,9,0,0
24,7,19,0,0
24,7,29,0,0
24,7,39,0,0
24,7,49,5,0
24,7,59,6,0
24,7,69,14,0
24,7,79,13,4
24,7,89,5,4
24,7,90,1,1
27,7,0,121,85
27,7,9,1,0
27,7,19,0,0
27,7,29,1,0
27,7,39,2,0
27,7,49,4,1
27,7,59,22,2
27,7,69,34,10
27,7,79,42,22
27,7,89,14,35
27,7,90,1,15
28,7,0,40,15
28,7,9,0,0
28,7,19,0,0
28,7,29,1,0
28,7,39,0,0
28,7,49,4,0
28,7,59,2,1
28,7,69,13,3
28,7,79,16,3
28,7,89,3,6
28,7,90,0,2
32,7,0,208,109
32,7,9,2,0
32,7,19,0,0
32,7,29,3,0
32,7,39,7,0
32,7,49,13,1
32,7,59,41,4
32,7,69,53,16
32,7,79,72,32
32,7,89,15,42
32,7,90,0,13
44,7,0,504,407
44,7,9,0,0
44,7,19,1,0
44,7,29,5,0
44,7,39,17,0
44,7,49,37,4
44,7,59,80,10
44,7,69,152,39
44,7,79,173,93
44,7,89,30,175
44,7,90,0,82
52,7,0,43,13
52,7,9,0,0
52,7,19,0,0
52,7,29,0,0
52,7,39,1,0
52,7,49,2,0
52,7,59,6,0
52,7,69,16,0
52,7,79,15,0
52,7,89,2,8
52,7,90,0,5
53,7,0,30,25
53,7,9,0,0
53,7,19,0,0
53,7,29,0,0
53,7,39,1,0
53,7,49,0,0
53,7,59,10,0
53,7,69,5,2
53,7,79,10,5
53,7,89,4,12
53,7,90,0,6
75,7,0,69,16
75,7,9,0,0
75,7,19,0,0
75,7,29,1,0
75,7,39,1,0
75,7,49,6,0
75,7,59,15,2
75,7,69,19,3
75,7,79,16,0
75,7,89,8,7
75,7,90,1,4
76,7,0,125,39
76,7,9,0,0
76,7,19,0,0
76,7,29,1,1
76,7,39,3,0
76,7,49,12,0
76,7,59,21,2
76,7,69,32,1
76,7,79,46,7
76,7,89,9,24
76,7,90,1,4
84,7,0,190,86
84,7,9,0,0
84,7,19,0,0
84,7,29,2,0
84,7,39,3,1
84,7,49,13,1
84,7,59,28,3
84,7,69,49,4
84,7,79,70,21
84,7,89,21,30
84,7,90,0,26
93,7,0,133,26
93,7,9,0,0
93,7,19,0,0
93,7,29,2,0
93,7,39,2,0
93,7,49,12,0
93,7,59,24,0
93,7,69,38,1
93,7,79,40,4
93,7,89,11,15
93,7,90,2,6
94,7,0,9,7
94,7,9,0,0
94,7,19,0,0
94,7,29,0,0
94,7,39,0,0
94,7,49,0,0
94,7,59,2,0
94,7,69,3,1
94,7,79,3,2
94,7,89,1,3
94,7,90,0,1
1,8,0,6,0
1,8,9,0,0
1,8,19,0,0
1,8,29,0,0
1,8,39,1,0
1,8,49,0,0
1,8,59,2,0
