id_dep,id_date,id_type_vac,jour,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2
47,285,3,27/12/2020,0,0,0,0
48,285,1,27/12/2020,0,0,0,0
48,285,2,27/12/2020,0,0,0,0
48,285,3,27/12/2020,0,0,0,0
49,285,1,27/12/2020,0,0,0,0
49,285,2,27/12/2020,0,0,0,0
49,285,3,27/12/2020,0,0,0,0
50,285,1,27/12/2020,0,0,0,0
50,285,2,27/12/2020,0,0,0,0
50,285,3,27/12/2020,0,0,0,0
51,285,1,27/12/2020,0,0,0,0
51,285,2,27/12/2020,0,0,0,0
51,285,3,27/12/2020,0,0,0,0
52,285,1,27/12/2020,0,0,0,0
52,285,2,27/12/2020,0,0,0,0
52,285,3,27/12/2020,0,0,0,0
53,285,1,27/12/2020,0,0,0,0
53,285,2,27/12/2020,0,0,0,0
53,285,3,27/12/2020,0,0,0,0
54,285,1,27/12/2020,0,0,0,0
54,285,2,27/12/2020,0,0,0,0
54,285,3,27/12/2020,0,0,0,0
55,285,1,27/12/2020,0,0,0,0
55,285,2,27/12/2020,0,0,0,0
55,285,3,27/12/2020,0,0,0,0
56,285,1,27/12/2020,0,0,0,0
56,285,2,27/12/2020,0,0,0,0
56,285,3,27/12/2020,0,0,0,0
57,285,1,27/12/2020,0,0,0,0
57,285,2,27/12/2020,0,0,0,0
57,285,3,27/12/2020,0,0,0,0
58,285,1,27/12/2020,0,0,0,0
58,285,2,27/12/2020,0,0,0,0
58,285,3,27/12/2020,0,0,0,0
59,285,1,27/12/2020,0,0,0,0
59,285,2,27/12/2020,0,0,0,0
59,285,3,27/12/2020,0,0,0,0
60,285,1,27/12/2020,0,0,0,0
60,285,2,27/12/2020,0,0,0,0
60,285,3,27/12/2020,0,0,0,0
61,285,1,27/12/2020,0,0,0,0
61,285,2,27/12/2020,0,0,0,0
61,285,3,27/12/2020,0,0,0,0
62,285,1,27/12/2020,0,0,0,0
62,285,2,27/12/2020,0,0,0,0
62,285,3,27/12/2020,0,0,0,0
63,285,1,27/12/2020,0,0,0,0
63,285,2,27/12/2020,0,0,0,0
63,285,3,27/12/2020,0,0,0,0
64,285,1,27/12/2020,0,0,0,0
64,285,2,27/12/2020,0,0,0,0
64,285,3,27/12/2020,0,0,0,0
65,285,1,27/12/2020,0,0,0,0
65,285,2,27/12/2020,0,0,0,0
65,285,3,27/12/2020,0,0,0,0
66,285,1,27/12/2020,0,0,0,0
66,285,2,27/12/2020,0,0,0,0
66,285,3,27/12/2020,0,0,0,0
67,285,1,27/12/2020,0,0,0,0
67,285,2,27/12/2020,0,0,0,0
67,285,3,27/12/2020,0,0,0,0
68,285,1,27/12/2020,0,0,0,0
68,285,2,27/12/2020,0,0,0,0
68,285,3,27/12/2020,0,0,0,0
69,285,1,27/12/2020,0,0,0,0
69,285,2,27/12/2020,0,0,0,0
69,285,3,27/12/2020,0,0,0,0
70,285,1,27/12/2020,0,0,0,0
70,285,2,27/12/2020,0,0,0,0
70,285,3,27/12/2020,0,0,0,0
71,285,1,27/12/2020,0,0,0,0
71,285,2,27/12/2020,0,0,0,0
71,285,3,27/12/2020,0,0,0,0
72,285,1,27/12/2020,0,0,0,0
72,285,2,27/12/2020,0,0,0,0
72,285,3,27/12/2020,0,0,0,0
73,285,1,27/12/2020,0,0,0,0
73,285,2,27/12/2020,0,0,0,0
73,285,3,27/12/2020,0,0,0,0
74,285,1,27/12/2020,0,0,0,0
74,285,2,27/12/2020,0,0,0,0
74,285,3,27/12/2020,0,0,0,0
75,285,1,27/12/2020,0,0,0,0
75,285,2,27/12/2020,0,0,0,0
75,285,3,27/12/2020,0,0,0,0
76,285,1,27/12/2020,0,0,0,0
76,285,2,27/12/2020,0,0,0,0
76,285,3,27/12/2020,0,0,0,0
77,285,1,27/12/2020,0,0,0,0
77,285,2,27/12/2020,0,0,0,0
77,285,3,27/12/2020,0,0,0,0
78,285,1,27/12/2020,0,0,0,0
78,285,2,27/12/2020,0,0,0,0
78,285,3,27/12/2020,0,0,0,0
79,285,1,27/12/2020,0,0,0,0
79,285,2,27/12/2020,0,0,0,0
79,285,3,27/12/2020,0,0,0,0
80,285,1,27/12/2020,0,0,0,0
80,285,2,27/12/2020,0,0,0,0
80,285,3,27/12/2020,0,0,0,0
81,285,1,27/12/2020,0,0,0,0
81,285,2,27/12/2020,0,0,0,0
81,285,3,27/12/2020,0,0,0,0
82,285,1,27/12/2020,0,0,0,0
82,285,2,27/12/2020,0,0,0,0
82,285,3,27/12/2020,0,0,0,0
83,285,1,27/12/2020,0,0,0,0
83,285,2,27/12/2020,0,0,0,0
83,285,3,27/12/2020,0,0,0,0
84,285,1,27/12/2020,0,0,0,0
84,285,2,27/12/2020,0,0,0,0
84,285,3,27/12/2020,0,0,0,0
85,285,1,27/12/2020,0,0,0,0
85,285,2,27/12/2020,0,0,0,0
85,285,3,27/12/2020,0,0,0,0
86,285,1,27/12/2020,0,0,0,0
86,285,2,27/12/2020,0,0,0,0
86,285,3,27/12/2020,0,0,0,0
87,285,1,27/12/2020,0,0,0,0
87,285,2,27/12/2020,0,0,0,0
87,285,3,27/12/2020,0,0,0,0
88,285,1,27/12/2020,0,0,0,0
88,285,2,27/12/2020,0,0,0,0
88,285,3,27/12/2020,0,0,0,0
89,285,1,27/12/2020,0,0,0,0
89,285,2,27/12/2020,0,0,0,0
89,285,3,27/12/2020,0,0,0,0
90,285,1,27/12/2020,0,0,0,0
90,285,2,27/12/2020,0,0,0,0
90,285,3,27/12/2020,0,0,0,0
91,285,1,27/12/2020,0,0,0,0
91,285,2,27/12/2020,0,0,0,0
91,285,3,27/12/2020,0,0,0,0
92,285,1,27/12/2020,0,0,0,0
92,285,2,27/12/2020,0,0,0,0
92,285,3,27/12/2020,0,0,0,0
93,285,1,27/12/2020,9,0,9,0
93,285,2,27/12/2020,0,0,0,0
93,285,3,27/12/2020,0,0,0,0
94,285,1,27/12/2020,2,0,2,0
94,285,2,27/12/2020,0,0,0,0
94,285,3,27/12/2020,0,0,0,0
95,285,1,27/12/2020,1,0,1,0
95,285,2,27/12/2020,0,0,0,0
95,285,3,27/12/2020,0,0,0,0
970,285,1,27/12/2020,0,0,0,0
970,285,2,27/12/2020,0,0,0,0
970,285,3,27/12/2020,0,0,0,0
971,285,1,27/12/2020,0,0,0,0
971,285,2,27/12/2020,0,0,0,0
971,285,3,27/12/2020,0,0,0,0
972,285,1,27/12/2020,0,0,0,0
972,285,2,27/12/2020,0,0,0,0
972,285,3,27/12/2020,0,0,0,0
973,285,1,27/12/2020,0,0,0,0
973,285,2,27/12/2020,0,0,0,0
973,285,3,27/12/2020,0,0,0,0
974,285,1,27/12/2020,0,0,0,0
974,285,2,27/12/2020,0,0,0,0
974,285,3,27/12/2020,0,0,0,0
976,285,1,27/12/2020,0,0,0,0
976,285,2,27/12/2020,0,0,0,0
976,285,3,27/12/2020,0,0,0,0
977,285,1,27/12/2020,0,0,0,0
977,285,2,27/12/2020,0,0,0,0
977,285,3,27/12/2020,0,0,0,0
978,285,1,27/12/2020,0,0,0,0
978,285,2,27/12/2020,0,0,0,0
978,285,3,27/12/2020,0,0,0,0
0,285,0,27/12/2020,0,0,0,0
1,285,0,27/12/2020,0,0,0,0
2,285,0,27/12/2020,0,0,0,0
3,285,0,27/12/2020,0,0,0,0
4,285,0,27/12/2020,0,0,0,0
5,285,0,27/12/2020,0,0,0,0
6,285,0,27/12/2020,0,0,0,0
7,285,0,27/12/2020,0,0,0,0
8,285,0,27/12/2020,0,0,0,0
9,285,0,27/12/2020,0,0,0,0
10,285,0,27/12/2020,0,0,0,0
11,285,0,27/12/2020,0,0,0,0
12,285,0,27/12/2020,0,0,0,0
13,285,0,27/12/2020,0,0,0,0
14,285,0,27/12/2020,0,0,0,0
15,285,0,27/12/2020,0,0,0,0
16,285,0,27/12/2020,0,0,0,0
17,285,0,27/12/2020,0,0,0,0
18,285,0,27/12/2020,0,0,0,0
19,285,0,27/12/2020,0,0,0,0
21,285,0,27/12/2020,4,0,4,0
22,285,0,27/12/2020,0,0,0,0
23,285,0,27/12/2020,0,0,0,0
24,285,0,27/12/2020,0,0,0,0
25,285,0,27/12/2020,0,0,0,0
26,285,0,27/12/2020,0,0,0,0
27,285,0,27/12/2020,0,0,0,0
28,285,0,27/12/2020,0,0,0,0
29,285,0,27/12/2020,0,0,0,0
2A,285,0,27/12/2020,0,0,0,0
2B,285,0,27/12/2020,0,0,0,0
30,285,0,27/12/2020,0,0,0,0
31,285,0,27/12/2020,0,0,0,0
32,285,0,27/12/2020,0,0,0,0
33,285,0,27/12/2020,0,0,0,0
34,285,0,27/12/2020,0,0,0,0
35,285,0,27/12/2020,0,0,0,0
36,285,0,27/12/2020,0,0,0,0
37,285,0,27/12/2020,0,0,0,0
38,285,0,27/12/2020,0,0,0,0
39,285,0,27/12/2020,0,0,0,0
40,285,0,27/12/2020,0,0,0,0
41,285,0,27/12/2020,0,0,0,0
42,285,0,27/12/2020,0,0,0,0
43,285,0,27/12/2020,0,0,0,0
44,285,0,27/12/2020,0,0,0,0
45,285,0,27/12/2020,0,0,0,0
46,285,0,27/12/2020,0,0,0,0
47,285,0,27/12/2020,0,0,0,0
48,285,0,27/12/2020,0,0,0,0
49,285,0,27/12/2020,0,0,0,0
50,285,0,27/12/2020,0,0,0,0
51,285,0,27/12/2020,0,0,0,0
52,285,0,27/12/2020,0,0,0,0
53,285,0,27/12/2020,0,0,0,0
54,285,0,27/12/2020,0,0,0,0
55,285,0,27/12/2020,0,0,0,0
56,285,0,27/12/2020,0,0,0,0
57,285,0,27/12/2020,0,0,0,0
58,285,0,27/12/2020,0,0,0,0
59,285,0,27/12/2020,0,0,0,0
60,285,0,27/12/2020,0,0,0,0
61,285,0,27/12/2020,0,0,0,0
62,285,0,27/12/2020,0,0,0,0
63,285,0,27/12/2020,0,0,0,0
64,285,0,27/12/2020,0,0,0,0
65,285,0,27/12/2020,0,0,0,0
66,285,0,27/12/2020,0,0,0,0
67,285,0,27/12/2020,0,0,0,0
68,285,0,27/12/2020,0,0,0,0
69,285,0,27/12/2020,0,0,0,0
70,285,0,27/12/2020,0,0,0,0
71,285,0,27/12/2020,0,0,0,0
72,285,0,27/12/2020,0,0,0,0
73,285,0,27/12/2020,0,0,0,0
74,285,0,27/12/2020,0,0,0,0
75,285,0,27/12/2020,0,0,0,0
76,285,0,27/12/2020,0,0,0,0
77,285,0,27/12/2020,0,0,0,0
78,285,0,27/12/2020,0,0,0,0
79,285,0,27/12/2020,0,0,0,0
80,285,0,27/12/2020,0,0,0,0
81,285,0,27/12/2020,0,0,0,0
82,285,0,27/12/2020,0,0,0,0
83,285,0,27/12/2020,0,0,0,0
84,285,0,27/12/2020,0,0,0,0
85,285,0,27/12/2020,0,0,0,0
86,285,0,27/12/2020,0,0,0,0
87,285,0,27/12/2020,0,0,0,0
88,285,0,27/12/2020,0,0,0,0
89,285,0,27/12/2020,0,0,0,0
90,285,0,27/12/2020,0,0,0,0
91,285,0,27/12/2020,0,0,0,0
92,285,0,27/12/2020,0,0,0,0
93,285,0,27/12/2020,9,0,9,0
94,285,0,27/12/2020,2,0,2,0
95,285,0,27/12/2020,1,0,1,0
970,285,0,27/12/2020,0,0,0,0
971,285,0,27/12/2020,0,0,0,0
972,285,0,27/12/2020,0,0,0,0
973,285,0,27/12/2020,0,0,0,0
974,285,0,27/12/2020,0,0,0,0
976,285,0,27/12/2020,0,0,0,0
977,285,0,27/12/2020,0,0,0,0
978,285,0,27/12/2020,0,0,0,0
0,286,1,28/12/2020,0,0,0,0
0,286,2,28/12/2020,0,0,0,0
0,286,3,28/12/2020,0,0,0,0
1,286,1,28/12/2020,0,0,0,0
1,286,2,28/12/2020,0,0,0,0
1,286,3,28/12/2020,0,0,0,0
2,286,1,28/12/2020,0,0,0,0
2,286,2,28/12/2020,0,0,0,0
2,286,3,28/12/2020,0,0,0,0
3,286,1,28/12/2020,0,0,0,0
3,286,2,28/12/2020,0,0,0,0
3,286,3,28/12/2020,0,0,0,0
4,286,1,28/12/2020,0,0,0,0
4,286,2,28/12/2020,0,0,0,0
4,286,3,28/12/2020,0,0,0,0
5,286,1,28/12/2020,0,0,0,0
5,286,2,28/12/2020,0,0,0,0
5,286,3,28/12/2020,0,0,0,0
6,286,1,28/12/2020,0,0,0,0
6,286,2,28/12/2020,0,0,0,0
6,286,3,28/12/2020,0,0,0,0
7,286,1,28/12/2020,0,0,0,0
7,286,2,28/12/2020,0,0,0,0
7,286,3,28/12/2020,0,0,0,0
8,286,1,28/12/2020,0,0,0,0
8,286,2,28/12/2020,0,0,0,0
8,286,3,28/12/2020,0,0,0,0
9,286,1,28/12/2020,0,0,0,0
9,286,2,28/12/2020,0,0,0,0
9,286,3,28/12/2020,0,0,0,0
10,286,1,28/12/2020,0,0,0,0
10,286,2,28/12/2020,0,0,0,0
10,286,3,28/12/2020,0,0,0,0
11,286,1,28/12/2020,0,0,0,0
11,286,2,28/12/2020,0,0,0,0
11,286,3,28/12/2020,0,0,0,0
12,286,1,28/12/2020,0,0,0,0
12,286,2,28/12/2020,0,0,0,0
12,286,3,28/12/2020,0,0,0,0
13,286,1,28/12/2020,0,0,0,0
13,286,2,28/12/2020,0,0,0,0
13,286,3,28/12/2020,0,0,0,0
14,286,1,28/12/2020,0,0,0,0
14,286,2,28/12/2020,0,0,0,0
14,286,3,28/12/2020,0,0,0,0
15,286,1,28/12/2020,0,0,0,0
15,286,2,28/12/2020,0,0,0,0
15,286,3,28/12/2020,0,0,0,0
16,286,1,28/12/2020,0,0,0,0
16,286,2,28/12/2020,0,0,0,0
16,286,3,28/12/2020,0,0,0,0
17,286,1,28/12/2020,0,0,0,0
17,286,2,28/12/2020,0,0,0,0
17,286,3,28/12/2020,0,0,0,0
18,286,1,28/12/2020,0,0,0,0
18,286,2,28/12/2020,0,0,0,0
18,286,3,28/12/2020,0,0,0,0
19,286,1,28/12/2020,0,0,0,0
19,286,2,28/12/2020,0,0,0,0
19,286,3,28/12/2020,0,0,0,0
21,286,1,28/12/2020,0,0,4,0
21,286,2,28/12/2020,0,0,0,0
21,286,3,28/12/2020,0,0,0,0
22,286,1,28/12/2020,0,0,0,0
22,286,2,28/12/2020,0,0,0,0
22,286,3,28/12/2020,0,0,0,0
23,286,1,28/12/2020,0,0,0,0
23,286,2,28/12/2020,0,0,0,0
23,286,3,28/12/2020,0,0,0,0
24,286,1,28/12/2020,0,0,0,0
24,286,2,28/12/2020,0,0,0,0
24,286,3,28/12/2020,0,0,0,0
25,286,1,28/12/2020,0,0,0,0
25,286,2,28/12/2020,0,0,0,0
25,286,3,28/12/2020,0,0,0,0
26,286,1,28/12/2020,0,0,0,0
26,286,2,28/12/2020,0,0,0,0
26,286,3,28/12/2020,0,0,0,0
27,286,1,28/12/2020,0,0,0,0
27,286,2,28/12/2020,0,0,0,0
27,286,3,28/12/2020,0,0,0,0
28,286,1,28/12/2020,0,0,0,0
28,286,2,28/12/2020,0,0,0,0
28,286,3,28/12/2020,0,0,0,0
29,286,1,28/12/2020,0,0,0,0
29,286,2,28/12/2020,0,0,0,0
29,286,3,28/12/2020,0,0,0,0
2A,286,1,28/12/2020,0,0,0,0
2A,286,2,28/12/2020,0,0,0,0
2A,286,3,28/12/2020,0,0,0,0
2B,286,1,28/12/2020,0,0,0,0
2B,286,2,28/12/2020,0,0,0,0
2B,286,3,28/12/2020,0,0,0,0
30,286,1,28/12/2020,0,0,0,0
30,286,2,28/12/2020,0,0,0,0
30,286,3,28/12/2020,0,0,0,0
31,286,1,28/12/2020,0,0,0,0
31,286,2,28/12/2020,0,0,0,0
31,286,3,28/12/2020,0,0,0,0
32,286,1,28/12/2020,0,0,0,0
32,286,2,28/12/2020,0,0,0,0
32,286,3,28/12/2020,0,0,0,0
33,286,1,28/12/2020,0,0,0,0
33,286,2,28/12/2020,0,0,0,0
33,286,3,28/12/2020,0,0,0,0
34,286,1,28/12/2020,0,0,0,0
34,286,2,28/12/2020,0,0,0,0
34,286,3,28/12/2020,0,0,0,0
35,286,1,28/12/2020,0,0,0,0
35,286,2,28/12/2020,0,0,0,0
35,286,3,28/12/2020,0,0,0,0
36,286,1,28/12/2020,0,0,0,0
36,286,2,28/12/2020,0,0,0,0
36,286,3,28/12/2020,0,0,0,0
37,286,1,28/12/2020,17,0,17,0
37,286,2,28/12/2020,0,0,0,0
37,286,3,28/12/2020,0,0,0,0
38,286,1,28/12/2020,0,0,0,0
38,286,2,28/12/2020,0,0,0,0
38,286,3,28/12/2020,0,0,0,0
39,286,1,28/12/2020,0,0,0,0
39,286,2,28/12/2020,0,0,0,0
39,286,3,28/12/2020,0,0,0,0
40,286,1,28/12/2020,0,0,0,0
40,286,2,28/12/2020,0,0,0,0
40,286,3,28/12/2020,0,0,0,0
41,286,1,28/12/2020,0,0,0,0
41,286,2,28/12/2020,0,0,0,0
41,286,3,28/12/2020,0,0,0,0
42,286,1,28/12/2020,0,0,0,0
42,286,2,28/12/2020,0,0,0,0
42,286,3,28/12/2020,0,0,0,0
43,286,1,28/12/2020,0,0,0,0
43,286,2,28/12/2020,0,0,0,0
43,286,3,28/12/2020,0,0,0,0
44,286,1,28/12/2020,0,0,0,0
44,286,2,28/12/2020,0,0,0,0
44,286,3,28/12/2020,0,0,0,0
45,286,1,28/12/2020,0,0,0,0
45,286,2,28/12/2020,0,0,0,0
45,286,3,28/12/2020,0,0,0,0
46,286,1,28/12/2020,0,0,0,0
46,286,2,28/12/2020,0,0,0,0
46,286,3,28/12/2020,0,0,0,0
47,286,1,28/12/2020,0,0,0,0
47,286,2,28/12/2020,0,0,0,0
47,286,3,28/12/2020,0,0,0,0
48,286,1,28/12/2020,0,0,0,0
48,286,2,28/12/2020,0,0,0,0
48,286,3,28/12/2020,0,0,0,0
49,286,1,28/12/2020,0,0,0,0
49,286,2,28/12/2020,0,0,0,0
49,286,3,28/12/2020,0,0,0,0
50,286,1,28/12/2020,0,0,0,0
50,286,2,28/12/2020,0,0,0,0
50,286,3,28/12/2020,0,0,0,0
51,286,1,28/12/2020,0,0,0,0
51,286,2,28/12/2020,0,0,0,0
51,286,3,28/12/2020,0,0,0,0
52,286,1,28/12/2020,0,0,0,0
52,286,2,28/12/2020,0,0,0,0
52,286,3,28/12/2020,0,0,0,0
53,286,1,28/12/2020,0,0,0,0
53,286,2,28/12/2020,0,0,0,0
53,286,3,28/12/2020,0,0,0,0
54,286,1,28/12/2020,0,0,0,0
54,286,2,28/12/2020,0,0,0,0
54,286,3,28/12/2020,0,0,0,0
55,286,1,28/12/2020,0,0,0,0
55,286,2,28/12/2020,0,0,0,0
55,286,3,28/12/2020,0,0,0,0
56,286,1,28/12/2020,0,0,0,0
56,286,2,28/12/2020,0,0,0,0
56,286,3,28/12/2020,0,0,0,0
57,286,1,28/12/2020,0,0,0,0
57,286,2,28/12/2020,0,0,0,0
57,286,3,28/12/2020,0,0,0,0
58,286,1,28/12/2020,0,0,0,0
58,286,2,28/12/2020,0,0,0,0
58,286,3,28/12/2020,0,0,0,0
59,286,1,28/12/2020,25,0,25,0
59,286,2,28/12/2020,0,0,0,0
59,286,3,28/12/2020,0,0,0,0
60,286,1,28/12/2020,0,0,0,0
60,286,2,28/12/2020,0,0,0,0
60,286,3,28/12/2020,0,0,0,0
61,286,1,28/12/2020,0,0,0,0
61,286,2,28/12/2020,0,0,0,0
61,286,3,28/12/2020,0,0,0,0
62,286,1,28/12/2020,1,0,1,0
62,286,2,28/12/2020,0,0,0,0
62,286,3,28/12/2020,0,0,0,0
63,286,1,28/12/2020,0,0,0,0
63,286,2,28/12/2020,0,0,0,0
63,286,3,28/12/2020,0,0,0,0
64,286,1,28/12/2020,0,0,0,0
64,286,2,28/12/2020,0,0,0,0
64,286,3,28/12/2020,0,0,0,0
65,286,1,28/12/2020,0,0,0,0
65,286,2,28/12/2020,0,0,0,0
65,286,3,28/12/2020,0,0,0,0
66,286,1,28/12/2020,0,0,0,0
66,286,2,28/12/2020,0,0,0,0
66,286,3,28/12/2020,0,0,0,0
67,286,1,28/12/2020,0,0,0,0
67,286,2,28/12/2020,0,0,0,0
67,286,3,28/12/2020,0,0,0,0
68,286,1,28/12/2020,0,0,0,0
68,286,2,28/12/2020,0,0,0,0
68,286,3,28/12/2020,0,0,0,0
69,286,1,28/12/2020,6,0,6,0
69,286,2,28/12/2020,0,0,0,0
69,286,3,28/12/2020,0,0,0,0
70,286,1,28/12/2020,0,0,0,0
70,286,2,28/12/2020,0,0,0,0
70,286,3,28/12/2020,0,0,0,0
71,286,1,28/12/2020,0,0,0,0
71,286,2,28/12/2020,0,0,0,0
71,286,3,28/12/2020,0,0,0,0
72,286,1,28/12/2020,0,0,0,0
72,286,2,28/12/2020,0,0,0,0
72,286,3,28/12/2020,0,0,0,0
73,286,1,28/12/2020,0,0,0,0
73,286,2,28/12/2020,0,0,0,0
73,286,3,28/12/2020,0,0,0,0
74,286,1,28/12/2020,0,0,0,0
74,286,2,28/12/2020,0,0,0,0
74,286,3,28/12/2020,0,0,0,0
75,286,1,28/12/2020,0,0,0,0
75,286,2,28/12/2020,0,0,0,0
75,286,3,28/12/2020,0,0,0,0
76,286,1,28/12/2020,0,0,0,0
76,286,2,28/12/2020,0,0,0,0
76,286,3,28/12/2020,0,0,0,0
77,286,1,28/12/2020,0,0,0,0
77,286,2,28/12/2020,0,0,0,0
77,286,3,28/12/2020,0,0,0,0
78,286,1,28/12/2020,0,0,0,0
78,286,2,28/12/2020,0,0,0,0
78,286,3,28/12/2020,0,0,0,0
79,286,1,28/12/2020,0,0,0,0
