id_dep,id_date,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2
32,288,0,0,0,0
33,288,0,0,0,0
34,288,0,0,0,0
35,288,0,0,0,0
36,288,0,0,0,0
37,288,0,0,26,0
38,288,0,0,0,0
39,288,0,0,0,0
40,288,0,0,0,0
41,288,0,0,0,0
42,288,0,0,0,0
43,288,0,0,0,0
44,288,0,0,0,0
45,288,0,0,0,0
46,288,0,0,0,0
47,288,0,0,0,0
48,288,0,0,0,0
49,288,0,0,0,0
50,288,0,0,1,0
51,288,0,0,0,0
52,288,0,0,0,0
53,288,0,0,0,0
54,288,0,0,0,0
55,288,0,0,0,0
56,288,0,0,0,0
57,288,0,0,0,0
58,288,0,0,0,0
59,288,0,0,25,0
60,288,0,0,1,0
61,288,0,0,0,0
62,288,0,0,1,0
63,288,0,0,0,0
64,288,0,0,0,0
65,288,0,0,0,0
66,288,0,0,0,0
67,288,0,0,0,0
68,288,0,0,0,0
69,288,5,0,16,0
70,288,0,0,0,0
71,288,0,0,0,0
72,288,0,0,0,0
73,288,0,0,0,0
74,288,0,0,0,0
75,288,20,0,25,0
76,288,0,0,0,0
77,288,0,0,0,0
78,288,0,0,0,0
79,288,0,0,0,0
80,288,0,0,11,0
81,288,0,0,0,0
82,288,0,0,0,0
83,288,0,0,0,0
84,288,0,0,0,0
85,288,0,0,0,0
86,288,0,0,0,0
87,288,0,0,1,0
88,288,0,0,0,0
89,288,0,0,0,0
90,288,0,0,0,0
91,288,0,0,0,0
92,288,20,0,72,0
93,288,40,0,49,0
94,288,0,0,7,0
95,288,0,0,1,0
970,288,0,0,0,0
971,288,0,0,0,0
972,288,0,0,0,0
973,288,0,0,0,0
974,288,0,0,0,0
976,288,0,0,0,0
977,288,0,0,0,0
978,288,0,0,0,0
0,289,0,0,0,0
1,289,0,0,0,0
2,289,0,0,0,0
3,289,0,0,0,0
4,289,0,0,0,0
5,289,0,0,0,0
6,289,19,0,22,0
7,289,0,0,0,0
8,289,0,0,0,0
9,289,0,0,0,0
10,289,0,0,0,0
11,289,0,0,0,0
12,289,0,0,0,0
13,289,0,0,0,0
14,289,1,0,1,0
15,289,0,0,0,0
16,289,0,0,0,0
17,289,0,0,1,0
18,289,0,0,0,0
19,289,0,0,0,0
21,289,0,0,43,0
22,289,0,0,0,0
23,289,0,0,0,0
24,289,0,0,3,0
25,289,0,0,0,0
26,289,0,0,0,0
27,289,0,0,1,0
28,289,0,0,0,0
29,289,0,0,0,0
2A,289,0,0,0,0
2B,289,0,0,0,0
30,289,0,0,0,0
31,289,0,0,0,0
32,289,0,0,0,0
33,289,0,0,0,0
34,289,0,0,0,0
35,289,0,0,0,0
36,289,0,0,0,0
37,289,0,0,26,0
38,289,5,0,5,0
39,289,0,0,0,0
40,289,0,0,0,0
41,289,0,0,0,0
42,289,0,0,0,0
43,289,0,0,0,0
44,289,0,0,0,0
45,289,0,0,0,0
46,289,0,0,0,0
47,289,0,0,0,0
48,289,0,0,0,0
49,289,0,0,0,0
50,289,0,0,1,0
51,289,1,0,1,0
52,289,0,0,0,0
53,289,0,0,0,0
54,289,10,0,10,0
55,289,0,0,0,0
56,289,0,0,0,0
57,289,0,0,0,0
58,289,0,0,0,0
59,289,0,0,25,0
60,289,0,0,1,0
61,289,0,0,0,0
62,289,0,0,1,0
63,289,0,0,0,0
64,289,0,0,0,0
65,289,0,0,0,0
66,289,1,0,1,0
67,289,0,0,0,0
68,289,0,0,0,0
69,289,7,0,23,0
70,289,0,0,0,0
71,289,0,0,0,0
72,289,0,0,0,0
73,289,0,0,0,0
74,289,0,0,0,0
75,289,19,0,44,0
76,289,0,0,0,0
77,289,0,0,0,0
78,289,15,0,15,0
79,289,0,0,0,0
80,289,0,0,11,0
81,289,0,0,0,0
82,289,0,0,0,0
83,289,0,0,0,0
84,289,0,0,0,0
85,289,0,0,0,0
86,289,0,0,0,0
87,289,0,0,1,0
88,289,0,0,0,0
89,289,0,0,0,0
90,289,0,0,0,0
91,289,0,0,0,0
92,289,0,0,72,0
93,289,1,0,50,0
94,289,2,0,9,0
95,289,0,0,1,0
970,289,0,0,0,0
971,289,0,0,0,0
972,289,0,0,0,0
973,289,0,0,0,0
974,289,0,0,0,0
976,289,0,0,0,0
977,289,0,0,0,0
978,289,0,0,0,0
0,290,0,0,0,0
1,290,0,0,0,0
2,290,0,0,0,0
3,290,0,0,0,0
4,290,0,0,0,0
5,290,1,0,1,0
6,290,7,0,29,0
7,290,7,0,7,0
8,290,0,0,0,0
9,290,0,0,0,0
10,290,0,0,0,0
11,290,0,0,0,0
12,290,0,0,0,0
13,290,2,0,2,0
14,290,0,0,1,0
15,290,0,0,0,0
16,290,0,0,0,0
17,290,0,0,1,0
18,290,0,0,0,0
19,290,0,0,0,0
21,290,0,0,43,0
22,290,0,0,0,0
23,290,0,0,0,0
24,290,0,0,3,0
25,290,0,0,0,0
26,290,0,0,0,0
27,290,0,0,1,0
28,290,1,0,1,0
29,290,0,0,0,0
2A,290,0,0,0,0
2B,290,0,0,0,0
30,290,0,0,0,0
31,290,2,0,2,0
32,290,0,0,0,0
33,290,0,0,0,0
34,290,1,0,1,0
35,290,2,0,2,0
36,290,0,0,0,0
37,290,0,0,26,0
38,290,0,0,5,0
39,290,0,0,0,0
40,290,0,0,0,0
41,290,0,0,0,0
42,290,0,0,0,0
43,290,0,0,0,0
44,290,0,0,0,0
45,290,0,0,0,0
46,290,0,0,0,0
47,290,0,0,0,0
48,290,0,0,0,0
49,290,1,0,1,0
50,290,0,0,1,0
51,290,0,0,1,0
52,290,0,0,0,0
53,290,0,0,0,0
54,290,0,0,10,0
55,290,0,0,0,0
56,290,0,0,0,0
57,290,0,0,0,0
58,290,0,0,0,0
59,290,1,0,26,0
60,290,0,0,1,0
61,290,0,0,0,0
62,290,0,0,1,0
63,290,0,0,0,0
64,290,0,0,0,0
65,290,0,0,0,0
66,290,0,0,1,0
67,290,0,0,0,0
68,290,0,0,0,0
69,290,0,0,23,0
70,290,0,0,0,0
71,290,0,0,0,0
72,290,0,0,0,0
73,290,0,0,0,0
74,290,0,0,0,0
75,290,9,0,53,0
76,290,0,0,0,0
77,290,0,0,0,0
78,290,0,0,15,0
79,290,0,0,0,0
80,290,0,0,11,0
81,290,0,0,0,0
82,290,0,0,0,0
83,290,0,0,0,0
84,290,0,0,0,0
85,290,0,0,0,0
86,290,0,0,0,0
87,290,0,0,1,0
88,290,0,0,0,0
89,290,0,0,0,0
90,290,0,0,0,0
91,290,1,0,1,0
92,290,9,0,81,0
93,290,3,0,53,0
94,290,0,0,9,0
95,290,0,0,1,0
970,290,0,0,0,0
971,290,0,0,0,0
972,290,0,0,0,0
973,290,0,0,0,0
974,290,1,0,1,0
976,290,0,0,0,0
977,290,0,0,0,0
978,290,0,0,0,0
0,291,0,0,0,0
1,291,0,0,0,0
2,291,0,0,0,0
3,291,0,0,0,0
4,291,0,0,0,0
5,291,2,0,3,0
6,291,0,0,29,0
7,291,0,0,7,0
8,291,0,0,0,0
9,291,0,0,0,0
10,291,0,0,0,0
11,291,2,0,2,0
12,291,0,0,0,0
13,291,0,0,2,0
14,291,0,0,1,0
15,291,0,0,0,0
16,291,0,0,0,0
17,291,0,0,1,0
18,291,0,0,0,0
19,291,0,0,0,0
21,291,0,0,43,0
22,291,2,0,2,0
23,291,1,0,1,0
24,291,0,0,3,0
25,291,0,0,0,0
26,291,0,0,0,0
27,291,0,0,1,0
28,291,0,0,1,0
29,291,0,0,0,0
2A,291,0,0,0,0
2B,291,0,0,0,0
30,291,0,0,0,0
31,291,0,0,2,0
32,291,0,0,0,0
33,291,0,0,0,0
34,291,0,0,1,0
35,291,0,0,2,0
36,291,0,0,0,0
37,291,0,0,26,0
38,291,0,0,5,0
39,291,0,0,0,0
40,291,0,0,0,0
41,291,0,0,0,0
42,291,0,0,0,0
43,291,0,0,0,0
44,291,0,0,0,0
45,291,0,0,0,0
46,291,0,0,0,0
47,291,0,0,0,0
48,291,0,0,0,0
49,291,1,0,2,0
50,291,0,0,1,0
51,291,0,0,1,0
52,291,0,0,0,0
53,291,0,0,0,0
54,291,0,0,10,0
55,291,0,0,0,0
56,291,1,0,1,0
57,291,2,0,2,0
58,291,0,0,0,0
59,291,0,0,26,0
60,291,0,0,1,0
61,291,0,0,0,0
62,291,0,0,1,0
63,291,0,0,0,0
64,291,0,0,0,0
65,291,0,0,0,0
66,291,0,0,1,0
67,291,1,0,1,0
68,291,0,0,0,0
69,291,1,0,24,0
70,291,0,0,0,0
71,291,0,0,0,0
72,291,0,0,0,0
73,291,0,0,0,0
74,291,0,0,0,0
75,291,44,0,97,0
76,291,0,0,0,0
77,291,0,0,0,0
78,291,1,0,16,0
79,291,0,0,0,0
80,291,0,0,11,0
81,291,0,0,0,0
82,291,0,0,0,0
83,291,0,0,0,0
84,291,0,0,0,0
85,291,0,0,0,0
86,291,0,0,0,0
87,291,0,0,1,0
88,291,0,0,0,0
89,291,0,0,0,0
90,291,0,0,0,0
91,291,0,0,1,0
92,291,0,0,81,0
93,291,0,0,53,0
94,291,0,0,9,0
95,291,12,0,13,0
970,291,0,0,0,0
971,291,0,0,0,0
972,291,0,0,0,0
973,291,0,0,0,0
974,291,0,0,1,0
976,291,0,0,0,0
977,291,0,0,0,0
978,291,0,0,0,0
0,292,0,0,0,0
1,292,0,0,0,0
2,292,0,0,0,0
3,292,0,0,0,0
4,292,0,0,0,0
5,292,1,0,4,0
6,292,1,0,30,0
7,292,0,0,7,0
8,292,1,0,1,0
9,292,0,0,0,0
10,292,0,0,0,0
11,292,0,0,2,0
12,292,0,0,0,0
13,292,0,0,2,0
14,292,0,0,1,0
15,292,0,0,0,0
16,292,0,0,0,0
17,292,0,0,1,0
18,292,0,0,0,0
19,292,0,0,0,0
21,292,0,0,43,0
22,292,0,0,2,0
23,292,0,0,1,0
24,292,0,0,3,0
25,292,0,0,0,0
26,292,0,0,0,0
27,292,1,0,2,0
28,292,0,0,1,0
29,292,0,0,0,0
2A,292,0,0,0,0
2B,292,0,0,0,0
30,292,0,0,0,0
31,292,1,0,3,0
32,292,0,0,0,0
33,292,0,0,0,0
34,292,0,0,1,0
35,292,0,0,2,0
36,292,0,0,0,0
37,292,0,0,26,0
38,292,0,0,5,0
39,292,0,0,0,0
40,292,0,0,0,0
41,292,0,0,0,0
42,292,0,0,0,0
43,292,0,0,0,0
44,292,1,0,1,0
45,292,0,0,0,0
46,292,0,0,0,0
47,292,0,0,0,0
48,292,0,0,0,0
49,292,0,0,2,0
50,292,0,0,1,0
51,292,0,0,1,0
52,292,0,0,0,0
53,292,0,0,0,0
54,292,0,0,10,0
55,292,0,0,0,0
56,292,0,0,1,0
57,292,0,0,2,0
58,292,1,0,1,0
59,292,0,0,26,0
60,292,1,0,2,0
61,292,0,0,0,0
62,292,0,0,1,0
63,292,0,0,0,0
64,292,0,0,0,0
65,292,0,0,0,0
66,292,0,0,1,0
67,292,0,0,1,0
68,292,0,0,0,0
69,292,0,0,24,0
70,292,0,0,0,0
71,292,0,0,0,0
72,292,0,0,0,0
73,292,0,0,0,0
74,292,0,0,0,0
75,292,74,0,171,0
76,292,0,0,0,0
77,292,0,0,0,0
78,292,0,0,16,0
79,292,0,0,0,0
80,292,1,0,12,0
81,292,0,0,0,0
82,292,0,0,0,0
83,292,0,0,0,0
84,292,0,0,0,0
85,292,0,0,0,0
86,292,0,0,0,0
87,292,0,0,1,0
88,292,0,0,0,0
89,292,0,0,0,0
90,292,0,0,0,0
91,292,0,0,1,0
92,292,2,0,83,0
93,292,0,0,53,0
94,292,0,0,9,0
95,292,0,0,13,0
970,292,0,0,0,0
971,292,0,0,0,0
972,292,0,0,0,0
973,292,0,0,0,0
974,292,0,0,1,0
976,292,0,0,0,0
977,292,0,0,0,0
978,292,0,0,0,0
0,293,0,0,0,0
1,293,0,0,0,0
2,293,0,0,0,0
3,293,0,0,0,0
4,293,0,0,0,0
5,293,2,0,6,0
6,293,130,0,160,0
7,293,0,0,7,0
8,293,22,0,23,0
9,293,2,0,2,0
10,293,0,0,0,0
11,293,0,0,2,0
12,293,1,0,1,0
13,293,0,0,2,0
14,293,0,0,1,0
15,293,0,0,0,0
16,293,1,0,1,0
17,293,56,0,57,0
18,293,3,0,3,0
19,293,0,0,0,0
21,293,22,0,65,0
22,293,4,0,6,0
23,293,1,0,2,0
24,293,0,0,3,0
25,293,0,0,0,0
26,293,0,0,0,0
27,293,0,0,2,0
28,293,0,0,1,0
29,293,30,0,30,0
2A,293,0,0,0,0
2B,293,2,0,2,0
30,293,0,0,0,0
31,293,2,0,5,0
32,293,2,0,2,0
33,293,1,0,1,0
34,293,21,0,22,0
35,293,8,0,10,0
36,293,0,0,0,0
37,293,21,0,47,0
38,293,162,0,167,0
39,293,3,0,3,0
40,293,0,0,0,0
41,293,0,0,0,0
42,293,0,0,0,0
43,293,1,0,1,0
44,293,0,0,1,0
45,293,0,0,0,0
46,293,0,0,0,0
47,293,0,0,0,0
48,293,0,0,0,0
49,293,9,0,11,0
50,293,0,0,1,0
51,293,0,0,1,0
52,293,0,0,0,0
53,293,0,0,0,0
54,293,161,0,171,0
55,293,0,0,0,0
56,293,1,0,2,0
57,293,15,0,17,0
58,293,0,0,1,0
59,293,78,0,104,0
60,293,1,0,3,0
61,293,0,0,0,0
62,293,2,0,3,0
63,293,0,0,0,0
64,293,29,0,29,0
65,293,0,0,0,0
66,293,30,0,31,0
67,293,41,0,42,0
68,293,1,0,1,0
69,293,9,0,33,0
70,293,0,0,0,0
71,293,0,0,0,0
72,293,0,0,0,0
73,293,1,0,1,0
74,293,0,0,0,0
75,293,263,0,434,0
76,293,16,0,16,0
77,293,5,0,5,0
78,293,141,0,157,0
79,293,0,0,0,0
80,293,0,0,12,0
81,293,1,0,1,0
82,293,0,0,0,0
83,293,0,0,0,0
84,293,0,0,0,0
85,293,25,0,25,0
86,293,0,0,0,0
87,293,1,0,2,0
88,293,0,0,0,0
89,293,0,0,0,0
90,293,1,0,1,0
91,293,0,0,1,0
92,293,53,0,136,0
93,293,0,0,53,0
94,293,31,0,40,0
95,293,48,0,61,0
970,293,0,0,0,0
971,293,0,0,0,0
972,293,0,0,0,0
973,293,0,0,0,0
974,293,0,0,1,0
976,293,0,0,0,0
977,293,0,0,0,0
978,293,0,0,0,0
0,294,0,0,0,0
1,294,0,0,0,0
2,294,0,0,0,0
3,294,0,0,0,0
4,294,4,0,4,0
5,294,0,0,6,0
6,294,159,0,319,0
7,294,0,0,7,0
8,294,1,0,24,0
9,294,0,0,2,0
10,294,1,0,1,0
11,294,94,0,96,0
12,294,0,0,1,0
13,294,75,0,77,0
14,294,13,0,14,0
15,294,0,0,0,0
16,294,1,0,2,0
17,294,98,0,155,0
18,294,0,0,3,0
19,294,0,0,0,0
21,294,249,0,314,0
22,294,61,0,67,0
23,294,3,0,5,0
24,294,0,0,3,0
25,294,1,0,1,0
26,294,0,0,0,0
27,294,15,0,17,0
28,294,5,0,6,0
29,294,31,0,61,0
2A,294,0,0,0,0
2B,294,0,0,2,0
30,294,3,0,3,0
31,294,47,0,52,0
32,294,1,0,3,0
33,294,0,0,1,0
34,294,106,0,128,0
35,294,107,0,117,0
36,294,0,0,0,0
37,294,47,0,94,0
38,294,254,0,421,0
39,294,1,0,4,0
40,294,0,0,0,0
41,294,35,0,35,0
42,294,1,0,1,0
43,294,0,0,1,0
44,294,0,0,1,0
45,294,76,0,76,0
46,294,0,0,0,0
47,294,0,0,0,0
48,294,0,0,0,0
49,294,92,0,103,0
50,294,0,0,1,0
51,294,1,0,2,0
52,294,0,0,0,0
53,294,0,0,0,0
54,294,391,0,562,0
55,294,0,0,0,0
56,294,1,0,3,0
57,294,198,0,215,0
58,294,0,0,1,0
59,294,216,0,320,0
60,294,34,0,37,0
61,294,3,0,3,0
62,294,47,0,50,0
63,294,0,0,0,0
64,294,21,0,50,0
65,294,0,0,0,0
66,294,135,0,166,0
67,294,165,0,207,0
68,294,11,0,12,0
69,294,197,0,230,0
70,294,0,0,0,0
71,294,10,0,10,0
72,294,14,0,14,0
73,294,0,0,1,0
74,294,0,0,0,0
75,294,798,0,1232,0
76,294,138,0,154,0
77,294,197,0,202,0
78,294,175,0,332,0
79,294,0,0,0,0
80,294,0,0,12,0
81,294,0,0,1,0
82,294,85,0,85,0
83,294,2,0,2,0
84,294,0,0,0,0
85,294,62,0,87,0
86,294,0,0,0,0
87,294,1,0,3,0
88,294,1,0,1,0
89,294,0,0,0,0
90,294,0,0,1,0
91,294,71,0,72,0
92,294,204,0,340,0
93,294,53,0,106,0
94,294,225,0,265,0
95,294,283,0,344,0
970,294,0,0,0,0
971,294,0,0,0,0
972,294,0,0,0,0
973,294,0,0,0,0
974,294,2,0,3,0
976,294,0,0,0,0
977,294,0,0,0,0
978,294,0,0,0,0
0,295,0,0,0,0
1,295,1,0,1,0
2,295,22,0,22,0
3,295,10,0,10,0
4,295,0,0,4,0
5,295,20,0,26,0
6,295,199,0,518,0
7,295,31,0,38,0
8,295,0,0,24,0
9,295,3,0,5,0
10,295,0,0,1,0
11,295,24,0,120,0
12,295,13,0,14,0
13,295,115,0,192,0
14,295,347,0,361,0
15,295,0,0,0,0
16,295,88,0,90,0
17,295,132,0,287,0
18,295,1,0,4,0
19,295,0,0,0,0
21,295,300,0,614,0
22,295,112,0,179,0
23,295,10,0,15,0
24,295,0,0,3,0
25,295,75,0,76,0
26,295,0,0,0,0
27,295,161,0,178,0
28,295,84,0,90,0
29,295,43,0,104,0
2A,295,5,0,5,0
2B,295,48,0,50,0
30,295,127,0,130,0
31,295,209,0,261,0
32,295,2,0,5,0
33,295,132,0,133,0
34,295,193,0,321,0
35,295,172,0,289,0
36,295,22,0,22,0
37,295,79,0,173,0
38,295,365,0,786,0
39,295,52,0,56,0
40,295,1,0,1,0
41,295,72,0,107,0
42,295,178,0,179,0
43,295,0,0,1,0
44,295,20,0,21,0
45,295,69,0,145,0
46,295,3,0,3,0
47,295,0,0,0,0
48,295,0,0,0,0
49,295,228,0,331,0
50,295,126,0,127,0
51,295,6,0,8,0
52,295,2,0,2,0
53,295,0,0,0,0
54,295,647,0,1209,0
55,295,0,0,0,0
56,295,1,0,4,0
57,295,220,0,435,0
58,295,144,0,145,0
59,295,424,0,744,0
60,295,186,0,223,0
61,295,76,0,79,0
62,295,123,0,173,0
63,295,4,0,4,0
64,295,185,0,235,0
65,295,2,0,2,0
66,295,196,0,362,0
67,295,121,0,328,0
68,295,244,0,256,0
69,295,495,0,725,0
70,295,23,0,23,0
71,295,71,0,81,0
72,295,27,0,41,0
73,295,0,0,1,0
74,295,43,0,43,0
75,295,1271,0,2503,0
76,295,679,0,833,0
77,295,216,0,418,0
78,295,204,0,536,0
79,295,0,0,0,0
80,295,30,0,42,0
81,295,4,0,5,0
82,295,1,0,86,0
83,295,69,0,71,0
84,295,0,0,0,0
85,295,106,0,193,0
86,295,177,0,177,0
87,295,10,0,13,0
88,295,1,0,2,0
89,295,48,0,48,0
90,295,0,0,1,0
91,295,183,0,255,0
92,295,394,0,734,0
93,295,175,0,281,0
94,295,318,0,583,0
95,295,177,0,521,0
970,295,0,0,0,0
971,295,0,0,0,0
972,295,5,0,5,0
973,295,0,0,0,0
974,295,0,0,3,0
976,295,0,0,0,0
977,295,0,0,0,0
978,295,0,0,0,0
0,296,0,0,0,0
1,296,66,0,67,0
2,296,260,0,282,0
