id_dep;id_date;id_classe_age_vac;n_dose1;n_dose2;n_cum_dose1;n_cum_dose2
26;285;39;0;0;0;0
26;285;49;0;0;0;0
26;285;59;0;0;0;0
26;285;64;0;0;0;0
26;285;69;0;0;0;0
26;285;74;0;0;0;0
26;285;79;0;0;0;0
26;285;80;0;0;0;0
27;285;24;0;0;0;0
27;285;29;0;0;0;0
27;285;39;0;0;0;0
27;285;49;0;0;0;0
27;285;59;0;0;0;0
27;285;64;0;0;0;0
27;285;69;0;0;0;0
27;285;74;0;0;0;0
27;285;79;0;0;0;0
27;285;80;0;0;0;0
28;285;24;0;0;0;0
28;285;29;0;0;0;0
28;285;39;0;0;0;0
28;285;49;0;0;0;0
28;285;59;0;0;0;0
28;285;64;0;0;0;0
28;285;69;0;0;0;0
28;285;74;0;0;0;0
28;285;79;0;0;0;0
28;285;80;0;0;0;0
29;285;24;0;0;0;0
29;285;29;0;0;0;0
29;285;39;0;0;0;0
29;285;49;0;0;0;0
29;285;59;0;0;0;0
29;285;64;0;0;0;0
29;285;69;0;0;0;0
29;285;74;0;0;0;0
29;285;79;0;0;0;0
29;285;80;0;0;0;0
2A;285;24;0;0;0;0
2A;285;29;0;0;0;0
2A;285;39;0;0;0;0
2A;285;49;0;0;0;0
2A;285;59;0;0;0;0
2A;285;64;0;0;0;0
2A;285;69;0;0;0;0
2A;285;74;0;0;0;0
2A;285;79;0;0;0;0
2A;285;80;0;0;0;0
2B;285;24;0;0;0;0
2B;285;29;0;0;0;0
2B;285;39;0;0;0;0
2B;285;49;0;0;0;0
2B;285;59;0;0;0;0
2B;285;64;0;0;0;0
2B;285;69;0;0;0;0
2B;285;74;0;0;0;0
2B;285;79;0;0;0;0
2B;285;80;0;0;0;0
30;285;24;0;0;0;0
30;285;29;0;0;0;0
30;285;39;0;0;0;0
30;285;49;0;0;0;0
30;285;59;0;0;0;0
30;285;64;0;0;0;0
30;285;69;0;0;0;0
30;285;74;0;0;0;0
30;285;79;0;0;0;0
30;285;80;0;0;0;0
31;285;24;0;0;0;0
31;285;29;0;0;0;0
31;285;39;0;0;0;0
31;285;49;0;0;0;0
31;285;59;0;0;0;0
31;285;64;0;0;0;0
31;285;69;0;0;0;0
31;285;74;0;0;0;0
31;285;79;0;0;0;0
31;285;80;0;0;0;0
32;285;24;0;0;0;0
32;285;29;0;0;0;0
32;285;39;0;0;0;0
32;285;49;0;0;0;0
32;285;59;0;0;0;0
32;285;64;0;0;0;0
32;285;69;0;0;0;0
32;285;74;0;0;0;0
32;285;79;0;0;0;0
32;285;80;0;0;0;0
33;285;24;0;0;0;0
33;285;29;0;0;0;0
33;285;39;0;0;0;0
33;285;49;0;0;0;0
33;285;59;0;0;0;0
33;285;64;0;0;0;0
33;285;69;0;0;0;0
33;285;74;0;0;0;0
33;285;79;0;0;0;0
33;285;80;0;0;0;0
34;285;24;0;0;0;0
34;285;29;0;0;0;0
34;285;39;0;0;0;0
34;285;49;0;0;0;0
34;285;59;0;0;0;0
34;285;64;0;0;0;0
34;285;69;0;0;0;0
34;285;74;0;0;0;0
34;285;79;0;0;0;0
34;285;80;0;0;0;0
35;285;24;0;0;0;0
35;285;29;0;0;0;0
35;285;39;0;0;0;0
35;285;49;0;0;0;0
35;285;59;0;0;0;0
35;285;64;0;0;0;0
35;285;69;0;0;0;0
35;285;74;0;0;0;0
35;285;79;0;0;0;0
35;285;80;0;0;0;0
36;285;24;0;0;0;0
36;285;29;0;0;0;0
36;285;39;0;0;0;0
36;285;49;0;0;0;0
36;285;59;0;0;0;0
36;285;64;0;0;0;0
36;285;69;0;0;0;0
36;285;74;0;0;0;0
36;285;79;0;0;0;0
36;285;80;0;0;0;0
37;285;24;0;0;0;0
37;285;29;0;0;0;0
37;285;39;0;0;0;0
37;285;49;0;0;0;0
37;285;59;0;0;0;0
37;285;64;0;0;0;0
37;285;69;0;0;0;0
37;285;74;0;0;0;0
37;285;79;0;0;0;0
37;285;80;0;0;0;0
38;285;24;0;0;0;0
38;285;29;0;0;0;0
38;285;39;0;0;0;0
38;285;49;0;0;0;0
38;285;59;0;0;0;0
38;285;64;0;0;0;0
38;285;69;0;0;0;0
38;285;74;0;0;0;0
38;285;79;0;0;0;0
38;285;80;0;0;0;0
39;285;24;0;0;0;0
39;285;29;0;0;0;0
39;285;39;0;0;0;0
39;285;49;0;0;0;0
39;285;59;0;0;0;0
39;285;64;0;0;0;0
39;285;69;0;0;0;0
39;285;74;0;0;0;0
39;285;79;0;0;0;0
39;285;80;0;0;0;0
40;285;24;0;0;0;0
40;285;29;0;0;0;0
40;285;39;0;0;0;0
40;285;49;0;0;0;0
40;285;59;0;0;0;0
40;285;64;0;0;0;0
40;285;69;0;0;0;0
40;285;74;0;0;0;0
40;285;79;0;0;0;0
40;285;80;0;0;0;0
41;285;24;0;0;0;0
41;285;29;0;0;0;0
41;285;39;0;0;0;0
41;285;49;0;0;0;0
41;285;59;0;0;0;0
41;285;64;0;0;0;0
41;285;69;0;0;0;0
41;285;74;0;0;0;0
41;285;79;0;0;0;0
41;285;80;0;0;0;0
42;285;24;0;0;0;0
42;285;29;0;0;0;0
42;285;39;0;0;0;0
42;285;49;0;0;0;0
42;285;59;0;0;0;0
42;285;64;0;0;0;0
42;285;69;0;0;0;0
42;285;74;0;0;0;0
42;285;79;0;0;0;0
42;285;80;0;0;0;0
43;285;24;0;0;0;0
43;285;29;0;0;0;0
43;285;39;0;0;0;0
43;285;49;0;0;0;0
43;285;59;0;0;0;0
43;285;64;0;0;0;0
43;285;69;0;0;0;0
43;285;74;0;0;0;0
43;285;79;0;0;0;0
43;285;80;0;0;0;0
44;285;24;0;0;0;0
44;285;29;0;0;0;0
44;285;39;0;0;0;0
44;285;49;0;0;0;0
44;285;59;0;0;0;0
44;285;64;0;0;0;0
44;285;69;0;0;0;0
44;285;74;0;0;0;0
44;285;79;0;0;0;0
44;285;80;0;0;0;0
45;285;24;0;0;0;0
45;285;29;0;0;0;0
45;285;39;0;0;0;0
45;285;49;0;0;0;0
45;285;59;0;0;0;0
45;285;64;0;0;0;0
45;285;69;0;0;0;0
45;285;74;0;0;0;0
45;285;79;0;0;0;0
45;285;80;0;0;0;0
46;285;24;0;0;0;0
46;285;29;0;0;0;0
46;285;39;0;0;0;0
46;285;49;0;0;0;0
46;285;59;0;0;0;0
46;285;64;0;0;0;0
46;285;69;0;0;0;0
46;285;74;0;0;0;0
46;285;79;0;0;0;0
46;285;80;0;0;0;0
47;285;24;0;0;0;0
47;285;29;0;0;0;0
47;285;39;0;0;0;0
47;285;49;0;0;0;0
47;285;59;0;0;0;0
47;285;64;0;0;0;0
47;285;69;0;0;0;0
47;285;74;0;0;0;0
47;285;79;0;0;0;0
47;285;80;0;0;0;0
48;285;24;0;0;0;0
48;285;29;0;0;0;0
48;285;39;0;0;0;0
48;285;49;0;0;0;0
48;285;59;0;0;0;0
48;285;64;0;0;0;0
48;285;69;0;0;0;0
48;285;74;0;0;0;0
48;285;79;0;0;0;0
48;285;80;0;0;0;0
49;285;24;0;0;0;0
49;285;29;0;0;0;0
49;285;39;0;0;0;0
49;285;49;0;0;0;0
49;285;59;0;0;0;0
49;285;64;0;0;0;0
49;285;69;0;0;0;0
49;285;74;0;0;0;0
49;285;79;0;0;0;0
49;285;80;0;0;0;0
50;285;24;0;0;0;0
50;285;29;0;0;0;0
50;285;39;0;0;0;0
50;285;49;0;0;0;0
50;285;59;0;0;0;0
50;285;64;0;0;0;0
50;285;69;0;0;0;0
50;285;74;0;0;0;0
50;285;79;0;0;0;0
50;285;80;0;0;0;0
51;285;24;0;0;0;0
51;285;29;0;0;0;0
51;285;39;0;0;0;0
51;285;49;0;0;0;0
51;285;59;0;0;0;0
51;285;64;0;0;0;0
51;285;69;0;0;0;0
51;285;74;0;0;0;0
51;285;79;0;0;0;0
51;285;80;0;0;0;0
52;285;24;0;0;0;0
52;285;29;0;0;0;0
52;285;39;0;0;0;0
52;285;49;0;0;0;0
52;285;59;0;0;0;0
52;285;64;0;0;0;0
52;285;69;0;0;0;0
52;285;74;0;0;0;0
52;285;79;0;0;0;0
52;285;80;0;0;0;0
53;285;24;0;0;0;0
53;285;29;0;0;0;0
53;285;39;0;0;0;0
53;285;49;0;0;0;0
53;285;59;0;0;0;0
53;285;64;0;0;0;0
53;285;69;0;0;0;0
53;285;74;0;0;0;0
53;285;79;0;0;0;0
53;285;80;0;0;0;0
54;285;24;0;0;0;0
54;285;29;0;0;0;0
54;285;39;0;0;0;0
54;285;49;0;0;0;0
54;285;59;0;0;0;0
54;285;64;0;0;0;0
54;285;69;0;0;0;0
54;285;74;0;0;0;0
54;285;79;0;0;0;0
54;285;80;0;0;0;0
55;285;24;0;0;0;0
55;285;29;0;0;0;0
55;285;39;0;0;0;0
55;285;49;0;0;0;0
55;285;59;0;0;0;0
55;285;64;0;0;0;0
55;285;69;0;0;0;0
55;285;74;0;0;0;0
55;285;79;0;0;0;0
55;285;80;0;0;0;0
56;285;24;0;0;0;0
56;285;29;0;0;0;0
56;285;39;0;0;0;0
56;285;49;0;0;0;0
56;285;59;0;0;0;0
56;285;64;0;0;0;0
56;285;69;0;0;0;0
56;285;74;0;0;0;0
56;285;79;0;0;0;0
56;285;80;0;0;0;0
57;285;24;0;0;0;0
57;285;29;0;0;0;0
57;285;39;0;0;0;0
57;285;49;0;0;0;0
57;285;59;0;0;0;0
57;285;64;0;0;0;0
57;285;69;0;0;0;0
57;285;74;0;0;0;0
57;285;79;0;0;0;0
57;285;80;0;0;0;0
58;285;24;0;0;0;0
58;285;29;0;0;0;0
58;285;39;0;0;0;0
58;285;49;0;0;0;0
58;285;59;0;0;0;0
58;285;64;0;0;0;0
58;285;69;0;0;0;0
58;285;74;0;0;0;0
58;285;79;0;0;0;0
58;285;80;0;0;0;0
59;285;24;0;0;0;0
59;285;29;0;0;0;0
59;285;39;0;0;0;0
59;285;49;0;0;0;0
59;285;59;0;0;0;0
59;285;64;0;0;0;0
59;285;69;0;0;0;0
59;285;74;0;0;0;0
59;285;79;0;0;0;0
59;285;80;0;0;0;0
60;285;24;0;0;0;0
60;285;29;0;0;0;0
60;285;39;0;0;0;0
60;285;49;0;0;0;0
60;285;59;0;0;0;0
60;285;64;0;0;0;0
60;285;69;0;0;0;0
60;285;74;0;0;0;0
60;285;79;0;0;0;0
60;285;80;0;0;0;0
61;285;24;0;0;0;0
61;285;29;0;0;0;0
61;285;39;0;0;0;0
61;285;49;0;0;0;0
61;285;59;0;0;0;0
61;285;64;0;0;0;0
61;285;69;0;0;0;0
61;285;74;0;0;0;0
61;285;79;0;0;0;0
61;285;80;0;0;0;0
62;285;24;0;0;0;0
62;285;29;0;0;0;0
62;285;39;0;0;0;0
62;285;49;0;0;0;0
62;285;59;0;0;0;0
62;285;64;0;0;0;0
62;285;69;0;0;0;0
62;285;74;0;0;0;0
62;285;79;0;0;0;0
62;285;80;0;0;0;0
63;285;24;0;0;0;0
63;285;29;0;0;0;0
63;285;39;0;0;0;0
63;285;49;0;0;0;0
63;285;59;0;0;0;0
63;285;64;0;0;0;0
63;285;69;0;0;0;0
63;285;74;0;0;0;0
63;285;79;0;0;0;0
63;285;80;0;0;0;0
64;285;24;0;0;0;0
64;285;29;0;0;0;0
64;285;39;0;0;0;0
64;285;49;0;0;0;0
64;285;59;0;0;0;0
64;285;64;0;0;0;0
64;285;69;0;0;0;0
64;285;74;0;0;0;0
64;285;79;0;0;0;0
64;285;80;0;0;0;0
65;285;24;0;0;0;0
65;285;29;0;0;0;0
65;285;39;0;0;0;0
65;285;49;0;0;0;0
65;285;59;0;0;0;0
65;285;64;0;0;0;0
65;285;69;0;0;0;0
65;285;74;0;0;0;0
65;285;79;0;0;0;0
65;285;80;0;0;0;0
66;285;24;0;0;0;0
66;285;29;0;0;0;0
66;285;39;0;0;0;0
66;285;49;0;0;0;0
66;285;59;0;0;0;0
66;285;64;0;0;0;0
66;285;69;0;0;0;0
66;285;74;0;0;0;0
66;285;79;0;0;0;0
66;285;80;0;0;0;0
67;285;24;0;0;0;0
67;285;29;0;0;0;0
67;285;39;0;0;0;0
67;285;49;0;0;0;0
67;285;59;0;0;0;0
67;285;64;0;0;0;0
67;285;69;0;0;0;0
67;285;74;0;0;0;0
67;285;79;0;0;0;0
67;285;80;0;0;0;0
68;285;24;0;0;0;0
68;285;29;0;0;0;0
68;285;39;0;0;0;0
68;285;49;0;0;0;0
68;285;59;0;0;0;0
68;285;64;0;0;0;0
68;285;69;0;0;0;0
68;285;74;0;0;0;0
68;285;79;0;0;0;0
68;285;80;0;0;0;0
69;285;24;0;0;0;0
69;285;29;0;0;0;0
69;285;39;0;0;0;0
69;285;49;0;0;0;0
69;285;59;0;0;0;0
69;285;64;0;0;0;0
69;285;69;0;0;0;0
69;285;74;0;0;0;0
69;285;79;0;0;0;0
69;285;80;0;0;0;0
70;285;24;0;0;0;0
70;285;29;0;0;0;0
70;285;39;0;0;0;0
70;285;49;0;0;0;0
70;285;59;0;0;0;0
70;285;64;0;0;0;0
70;285;69;0;0;0;0
70;285;74;0;0;0;0
70;285;79;0;0;0;0
70;285;80;0;0;0;0
71;285;24;0;0;0;0
71;285;29;0;0;0;0
71;285;39;0;0;0;0
71;285;49;0;0;0;0
71;285;59;0;0;0;0
71;285;64;0;0;0;0
71;285;69;0;0;0;0
71;285;74;0;0;0;0
71;285;79;0;0;0;0
71;285;80;0;0;0;0
72;285;24;0;0;0;0
72;285;29;0;0;0;0
72;285;39;0;0;0;0
72;285;49;0;0;0;0
72;285;59;0;0;0;0
72;285;64;0;0;0;0
72;285;69;0;0;0;0
72;285;74;0;0;0;0
72;285;79;0;0;0;0
72;285;80;0;0;0;0
73;285;24;0;0;0;0
73;285;29;0;0;0;0
73;285;39;0;0;0;0
73;285;49;0;0;0;0
73;285;59;0;0;0;0
73;285;64;0;0;0;0
73;285;69;0;0;0;0
73;285;74;0;0;0;0
73;285;79;0;0;0;0
73;285;80;0;0;0;0
74;285;24;0;0;0;0
74;285;29;0;0;0;0
74;285;39;0;0;0;0
74;285;49;0;0;0;0
74;285;59;0;0;0;0
74;285;64;0;0;0;0
74;285;69;0;0;0;0
74;285;74;0;0;0;0
74;285;79;0;0;0;0
74;285;80;0;0;0;0
75;285;24;0;0;0;0
75;285;29;0;0;0;0
75;285;39;0;0;0;0
75;285;49;0;0;0;0
75;285;59;0;0;0;0
75;285;64;0;0;0;0
75;285;69;0;0;0;0
75;285;74;0;0;0;0
75;285;79;0;0;0;0
75;285;80;0;0;0;0
76;285;24;0;0;0;0
76;285;29;0;0;0;0
76;285;39;0;0;0;0
76;285;49;0;0;0;0
76;285;59;0;0;0;0
76;285;64;0;0;0;0
76;285;69;0;0;0;0
76;285;74;0;0;0;0
76;285;79;0;0;0;0
76;285;80;0;0;0;0
77;285;24;0;0;0;0
77;285;29;0;0;0;0
77;285;39;0;0;0;0
77;285;49;0;0;0;0
77;285;59;0;0;0;0
77;285;64;0;0;0;0
77;285;69;0;0;0;0
77;285;74;0;0;0;0
77;285;79;0;0;0;0
77;285;80;0;0;0;0
78;285;24;0;0;0;0
78;285;29;0;0;0;0
78;285;39;0;0;0;0
78;285;49;0;0;0;0
78;285;59;0;0;0;0
78;285;64;0;0;0;0
78;285;69;0;0;0;0
78;285;74;0;0;0;0
78;285;79;0;0;0;0
78;285;80;0;0;0;0
79;285;24;0;0;0;0
79;285;29;0;0;0;0
79;285;39;0;0;0;0
79;285;49;0;0;0;0
79;285;59;0;0;0;0
79;285;64;0;0;0;0
79;285;69;0;0;0;0
79;285;74;0;0;0;0
79;285;79;0;0;0;0
79;285;80;0;0;0;0
80;285;24;0;0;0;0
80;285;29;0;0;0;0
80;285;39;0;0;0;0
80;285;49;0;0;0;0
80;285;59;0;0;0;0
80;285;64;0;0;0;0
80;285;69;0;0;0;0
80;285;74;0;0;0;0
80;285;79;0;0;0;0
80;285;80;0;0;0;0
81;285;24;0;0;0;0
81;285;29;0;0;0;0
81;285;39;0;0;0;0
81;285;49;0;0;0;0
81;285;59;0;0;0;0
81;285;64;0;0;0;0
81;285;69;0;0;0;0
81;285;74;0;0;0;0
81;285;79;0;0;0;0
81;285;80;0;0;0;0
82;285;24;0;0;0;0
82;285;29;0;0;0;0
82;285;39;0;0;0;0
82;285;49;0;0;0;0
82;285;59;0;0;0;0
82;285;64;0;0;0;0
82;285;69;0;0;0;0
82;285;74;0;0;0;0
82;285;79;0;0;0;0
82;285;80;0;0;0;0
83;285;24;0;0;0;0
83;285;29;0;0;0;0
83;285;39;0;0;0;0
83;285;49;0;0;0;0
83;285;59;0;0;0;0
83;285;64;0;0;0;0
83;285;69;0;0;0;0
83;285;74;0;0;0;0
83;285;79;0;0;0;0
83;285;80;0;0;0;0
84;285;24;0;0;0;0
84;285;29;0;0;0;0
84;285;39;0;0;0;0
84;285;49;0;0;0;0
84;285;59;0;0;0;0
84;285;64;0;0;0;0
84;285;69;0;0;0;0
84;285;74;0;0;0;0
84;285;79;0;0;0;0
84;285;80;0;0;0;0
85;285;24;0;0;0;0
85;285;29;0;0;0;0
85;285;39;0;0;0;0
85;285;49;0;0;0;0
85;285;59;0;0;0;0
85;285;64;0;0;0;0
85;285;69;0;0;0;0
85;285;74;0;0;0;0
85;285;79;0;0;0;0
85;285;80;0;0;0;0
86;285;24;0;0;0;0
86;285;29;0;0;0;0
86;285;39;0;0;0;0
86;285;49;0;0;0;0
86;285;59;0;0;0;0
86;285;64;0;0;0;0
86;285;69;0;0;0;0
86;285;74;0;0;0;0
86;285;79;0;0;0;0
86;285;80;0;0;0;0
87;285;24;0;0;0;0
87;285;29;0;0;0;0
87;285;39;0;0;0;0
87;285;49;0;0;0;0
87;285;59;0;0;0;0
87;285;64;0;0;0;0
87;285;69;0;0;0;0
87;285;74;0;0;0;0
87;285;79;0;0;0;0
87;285;80;0;0;0;0
88;285;24;0;0;0;0
88;285;29;0;0;0;0
88;285;39;0;0;0;0
88;285;49;0;0;0;0
88;285;59;0;0;0;0
88;285;64;0;0;0;0
88;285;69;0;0;0;0
88;285;74;0;0;0;0
88;285;79;0;0;0;0
88;285;80;0;0;0;0
89;285;24;0;0;0;0
89;285;29;0;0;0;0
89;285;39;0;0;0;0
89;285;49;0;0;0;0
89;285;59;0;0;0;0
89;285;64;0;0;0;0
89;285;69;0;0;0;0
89;285;74;0;0;0;0
89;285;79;0;0;0;0
89;285;80;0;0;0;0
90;285;24;0;0;0;0
90;285;29;0;0;0;0
90;285;39;0;0;0;0
90;285;49;0;0;0;0
90;285;59;0;0;0;0
90;285;64;0;0;0;0
90;285;69;0;0;0;0
90;285;74;0;0;0;0
90;285;79;0;0;0;0
90;285;80;0;0;0;0
91;285;24;0;0;0;0
91;285;29;0;0;0;0
91;285;39;0;0;0;0
91;285;49;0;0;0;0
91;285;59;0;0;0;0
91;285;64;0;0;0;0
91;285;69;0;0;0;0
91;285;74;0;0;0;0
91;285;79;0;0;0;0
91;285;80;0;0;0;0
92;285;24;0;0;0;0
92;285;29;0;0;0;0
92;285;39;0;0;0;0
92;285;49;0;0;0;0
92;285;59;0;0;0;0
92;285;64;0;0;0;0
92;285;69;0;0;0;0
92;285;74;0;0;0;0
92;285;79;0;0;0;0
92;285;80;0;0;0;0
93;285;24;0;0;0;0
93;285;29;0;0;0;0
93;285;39;0;0;0;0
93;285;49;0;0;0;0
93;285;59;0;0;0;0
93;285;64;0;0;0;0
93;285;69;2;0;2;0
93;285;74;0;0;0;0
93;285;79;1;0;1;0
93;285;80;6;0;6;0
94;285;24;0;0;0;0
94;285;29;0;0;0;0
94;285;39;0;0;0;0
94;285;49;1;0;1;0
94;285;59;0;0;0;0
94;285;64;0;0;0;0
94;285;69;0;0;0;0
94;285;74;1;0;1;0
94;285;79;0;0;0;0
94;285;80;0;0;0;0
95;285;24;0;0;0;0
95;285;29;0;0;0;0
95;285;39;0;0;0;0
95;285;49;0;0;0;0
95;285;59;0;0;0;0
95;285;64;0;0;0;0
95;285;69;0;0;0;0
95;285;74;0;0;0;0
95;285;79;0;0;0;0
95;285;80;1;0;1;0
970;285;24;0;0;0;0
970;285;29;0;0;0;0
970;285;39;0;0;0;0
970;285;49;0;0;0;0
970;285;59;0;0;0;0
970;285;64;0;0;0;0
970;285;69;0;0;0;0
970;285;74;0;0;0;0
970;285;79;0;0;0;0
970;285;80;0;0;0;0
971;285;24;0;0;0;0
971;285;29;0;0;0;0
971;285;39;0;0;0;0
971;285;49;0;0;0;0
971;285;59;0;0;0;0
971;285;64;0;0;0;0
971;285;69;0;0;0;0
971;285;74;0;0;0;0
971;285;79;0;0;0;0
971;285;80;0;0;0;0
972;285;24;0;0;0;0
