id_region,id_date,id_genre,nbr_rea,nbr_dc
94,23,1,14,25
1,23,2,4,6
2,23,2,4,2
3,23,2,0,0
4,23,2,0,0
6,23,2,0,0
11,23,2,700,1121
24,23,2,54,61
27,23,2,79,173
28,23,2,50,70
32,23,2,154,288
44,23,2,257,729
52,23,2,43,63
53,23,2,28,43
75,23,2,65,73
76,23,2,69,76
84,23,2,168,259
93,23,2,114,126
94,23,2,5,9
1,24,0,19,10
2,24,0,16,5
3,24,0,1,0
4,24,0,3,0
6,24,0,4,2
11,24,0,2665,3300
24,24,0,210,179
27,24,0,290,459
28,24,0,210,188
32,24,0,564,762
44,24,0,889,1952
52,24,0,180,169
53,24,0,127,121
75,24,0,229,174
76,24,0,314,222
84,24,0,698,721
93,24,0,441,299
94,24,0,15,35
1,24,1,14,4
2,24,1,13,3
3,24,1,1,0
4,24,1,3,0
6,24,1,4,2
11,24,1,1925,2054
24,24,1,154,115
27,24,1,206,272
28,24,1,159,115
32,24,1,405,447
44,24,1,622,1164
52,24,1,135,100
53,24,1,102,71
75,24,1,170,101
76,24,1,246,139
84,24,1,526,434
93,24,1,317,162
94,24,1,12,25
1,24,2,5,6
2,24,2,3,2
3,24,2,0,0
4,24,2,0,0
6,24,2,0,0
11,24,2,711,1219
24,24,2,53,64
27,24,2,82,186
28,24,2,50,70
32,24,2,157,309
44,24,2,256,775
52,24,2,45,68
53,24,2,25,50
75,24,2,57,73
76,24,2,68,83
84,24,2,163,272
93,24,2,118,132
94,24,2,3,10
1,25,0,20,10
2,25,0,15,5
3,25,0,1,0
4,25,0,3,0
6,25,0,3,3
11,25,0,2617,3416
24,25,0,202,193
27,25,0,278,478
28,25,0,202,196
32,25,0,550,806
44,25,0,881,2008
52,25,0,164,178
53,25,0,124,129
75,25,0,264,180
76,25,0,295,233
84,25,0,682,755
93,25,0,436,317
94,25,0,15,36
1,25,1,15,4
2,25,1,12,3
3,25,1,1,0
4,25,1,3,0
6,25,1,3,3
11,25,1,1889,2121
24,25,1,144,122
27,25,1,201,282
28,25,1,152,121
32,25,1,395,469
44,25,1,618,1202
52,25,1,125,103
53,25,1,99,77
75,25,1,194,105
76,25,1,234,142
84,25,1,516,451
93,25,1,314,171
94,25,1,12,26
1,25,2,5,6
2,25,2,3,2
3,25,2,0,0
4,25,2,0,0
6,25,2,0,0
11,25,2,700,1266
24,25,2,55,71
27,25,2,74,195
28,25,2,49,73
32,25,2,151,331
44,25,2,252,793
52,25,2,39,74
53,25,2,25,52
75,25,2,68,75
76,25,2,61,91
84,25,2,157,289
93,25,2,116,141
94,25,2,3,10
1,26,0,19,10
2,26,0,15,6
3,26,0,1,0
4,26,0,3,0
6,26,0,3,3
11,26,0,2626,3548
24,26,0,193,201
27,26,0,278,500
28,26,0,186,201
32,26,0,549,840
44,26,0,878,2064
52,26,0,167,182
53,26,0,119,132
75,26,0,257,190
76,26,0,294,239
84,26,0,674,773
93,26,0,438,328
94,26,0,14,36
1,26,1,14,4
2,26,1,12,4
3,26,1,1,0
4,26,1,3,0
6,26,1,3,3
11,26,1,1891,2207
24,26,1,141,124
27,26,1,203,293
28,26,1,139,124
32,26,1,393,490
44,26,1,617,1234
52,26,1,129,105
53,26,1,94,79
75,26,1,188,109
76,26,1,234,145
84,26,1,513,463
93,26,1,315,178
94,26,1,12,26
