id_dep,id_date,id_genre,n_dose1,n_dose2,n_cum_dose1,n_cum_dose2
40,285,1,0,0,0,0
40,285,2,0,0,0,0
41,285,1,0,0,0,0
41,285,2,0,0,0,0
42,285,1,0,0,0,0
42,285,2,0,0,0,0
43,285,1,0,0,0,0
43,285,2,0,0,0,0
44,285,1,0,0,0,0
44,285,2,0,0,0,0
45,285,1,0,0,0,0
45,285,2,0,0,0,0
46,285,1,0,0,0,0
46,285,2,0,0,0,0
47,285,1,0,0,0,0
47,285,2,0,0,0,0
48,285,1,0,0,0,0
48,285,2,0,0,0,0
49,285,1,0,0,0,0
49,285,2,0,0,0,0
50,285,1,0,0,0,0
50,285,2,0,0,0,0
51,285,1,0,0,0,0
51,285,2,0,0,0,0
52,285,1,0,0,0,0
52,285,2,0,0,0,0
53,285,1,0,0,0,0
53,285,2,0,0,0,0
54,285,1,0,0,0,0
54,285,2,0,0,0,0
55,285,1,0,0,0,0
55,285,2,0,0,0,0
56,285,1,0,0,0,0
56,285,2,0,0,0,0
57,285,1,0,0,0,0
57,285,2,0,0,0,0
58,285,1,0,0,0,0
58,285,2,0,0,0,0
59,285,1,0,0,0,0
59,285,2,0,0,0,0
60,285,1,0,0,0,0
60,285,2,0,0,0,0
61,285,1,0,0,0,0
61,285,2,0,0,0,0
62,285,1,0,0,0,0
62,285,2,0,0,0,0
63,285,1,0,0,0,0
63,285,2,0,0,0,0
64,285,1,0,0,0,0
64,285,2,0,0,0,0
65,285,1,0,0,0,0
65,285,2,0,0,0,0
66,285,1,0,0,0,0
66,285,2,0,0,0,0
67,285,1,0,0,0,0
67,285,2,0,0,0,0
68,285,1,0,0,0,0
68,285,2,0,0,0,0
69,285,1,0,0,0,0
69,285,2,0,0,0,0
70,285,1,0,0,0,0
70,285,2,0,0,0,0
71,285,1,0,0,0,0
71,285,2,0,0,0,0
72,285,1,0,0,0,0
72,285,2,0,0,0,0
73,285,1,0,0,0,0
73,285,2,0,0,0,0
74,285,1,0,0,0,0
74,285,2,0,0,0,0
75,285,1,0,0,0,0
75,285,2,0,0,0,0
76,285,1,0,0,0,0
76,285,2,0,0,0,0
77,285,1,0,0,0,0
77,285,2,0,0,0,0
78,285,1,0,0,0,0
78,285,2,0,0,0,0
79,285,1,0,0,0,0
79,285,2,0,0,0,0
80,285,1,0,0,0,0
80,285,2,0,0,0,0
81,285,1,0,0,0,0
81,285,2,0,0,0,0
82,285,1,0,0,0,0
82,285,2,0,0,0,0
83,285,1,0,0,0,0
83,285,2,0,0,0,0
84,285,1,0,0,0,0
84,285,2,0,0,0,0
85,285,1,0,0,0,0
85,285,2,0,0,0,0
86,285,1,0,0,0,0
86,285,2,0,0,0,0
87,285,1,0,0,0,0
87,285,2,0,0,0,0
88,285,1,0,0,0,0
88,285,2,0,0,0,0
89,285,1,0,0,0,0
89,285,2,0,0,0,0
90,285,1,0,0,0,0
90,285,2,0,0,0,0
91,285,1,0,0,0,0
91,285,2,0,0,0,0
92,285,1,0,0,0,0
92,285,2,0,0,0,0
93,285,1,3,0,3,0
93,285,2,6,0,6,0
94,285,1,0,0,0,0
94,285,2,2,0,2,0
95,285,1,0,0,0,0
95,285,2,1,0,1,0
970,285,1,0,0,0,0
970,285,2,0,0,0,0
971,285,1,0,0,0,0
971,285,2,0,0,0,0
972,285,1,0,0,0,0
972,285,2,0,0,0,0
973,285,1,0,0,0,0
973,285,2,0,0,0,0
974,285,1,0,0,0,0
974,285,2,0,0,0,0
976,285,1,0,0,0,0
976,285,2,0,0,0,0
977,285,1,0,0,0,0
977,285,2,0,0,0,0
978,285,1,0,0,0,0
978,285,2,0,0,0,0
0,285,0,0,0,0,0
1,285,0,0,0,0,0
2,285,0,0,0,0,0
3,285,0,0,0,0,0
4,285,0,0,0,0,0
5,285,0,0,0,0,0
6,285,0,0,0,0,0
7,285,0,0,0,0,0
8,285,0,0,0,0,0
9,285,0,0,0,0,0
10,285,0,0,0,0,0
11,285,0,0,0,0,0
12,285,0,0,0,0,0
13,285,0,0,0,0,0
14,285,0,0,0,0,0
15,285,0,0,0,0,0
16,285,0,0,0,0,0
17,285,0,0,0,0,0
18,285,0,0,0,0,0
19,285,0,0,0,0,0
21,285,0,4,0,4,0
22,285,0,0,0,0,0
23,285,0,0,0,0,0
24,285,0,0,0,0,0
25,285,0,0,0,0,0
26,285,0,0,0,0,0
27,285,0,0,0,0,0
28,285,0,0,0,0,0
29,285,0,0,0,0,0
2A,285,0,0,0,0,0
2B,285,0,0,0,0,0
30,285,0,0,0,0,0
31,285,0,0,0,0,0
32,285,0,0,0,0,0
33,285,0,0,0,0,0
34,285,0,0,0,0,0
35,285,0,0,0,0,0
36,285,0,0,0,0,0
37,285,0,0,0,0,0
38,285,0,0,0,0,0
39,285,0,0,0,0,0
40,285,0,0,0,0,0
41,285,0,0,0,0,0
42,285,0,0,0,0,0
43,285,0,0,0,0,0
44,285,0,0,0,0,0
45,285,0,0,0,0,0
46,285,0,0,0,0,0
47,285,0,0,0,0,0
48,285,0,0,0,0,0
49,285,0,0,0,0,0
50,285,0,0,0,0,0
51,285,0,0,0,0,0
52,285,0,0,0,0,0
53,285,0,0,0,0,0
54,285,0,0,0,0,0
55,285,0,0,0,0,0
56,285,0,0,0,0,0
57,285,0,0,0,0,0
58,285,0,0,0,0,0
59,285,0,0,0,0,0
60,285,0,0,0,0,0
61,285,0,0,0,0,0
62,285,0,0,0,0,0
63,285,0,0,0,0,0
64,285,0,0,0,0,0
65,285,0,0,0,0,0
66,285,0,0,0,0,0
67,285,0,0,0,0,0
68,285,0,0,0,0,0
69,285,0,0,0,0,0
70,285,0,0,0,0,0
71,285,0,0,0,0,0
72,285,0,0,0,0,0
73,285,0,0,0,0,0
74,285,0,0,0,0,0
75,285,0,0,0,0,0
76,285,0,0,0,0,0
77,285,0,0,0,0,0
78,285,0,0,0,0,0
79,285,0,0,0,0,0
80,285,0,0,0,0,0
81,285,0,0,0,0,0
82,285,0,0,0,0,0
83,285,0,0,0,0,0
84,285,0,0,0,0,0
85,285,0,0,0,0,0
86,285,0,0,0,0,0
87,285,0,0,0,0,0
88,285,0,0,0,0,0
89,285,0,0,0,0,0
90,285,0,0,0,0,0
91,285,0,0,0,0,0
92,285,0,0,0,0,0
93,285,0,9,0,9,0
94,285,0,2,0,2,0
95,285,0,1,0,1,0
970,285,0,0,0,0,0
971,285,0,0,0,0,0
972,285,0,0,0,0,0
973,285,0,0,0,0,0
974,285,0,0,0,0,0
976,285,0,0,0,0,0
977,285,0,0,0,0,0
978,285,0,0,0,0,0
0,286,1,0,0,0,0
0,286,2,0,0,0,0
1,286,1,0,0,0,0
1,286,2,0,0,0,0
2,286,1,0,0,0,0
2,286,2,0,0,0,0
3,286,1,0,0,0,0
3,286,2,0,0,0,0
4,286,1,0,0,0,0
4,286,2,0,0,0,0
5,286,1,0,0,0,0
5,286,2,0,0,0,0
6,286,1,0,0,0,0
6,286,2,0,0,0,0
7,286,1,0,0,0,0
7,286,2,0,0,0,0
8,286,1,0,0,0,0
8,286,2,0,0,0,0
9,286,1,0,0,0,0
9,286,2,0,0,0,0
10,286,1,0,0,0,0
10,286,2,0,0,0,0
11,286,1,0,0,0,0
11,286,2,0,0,0,0
12,286,1,0,0,0,0
12,286,2,0,0,0,0
13,286,1,0,0,0,0
13,286,2,0,0,0,0
14,286,1,0,0,0,0
14,286,2,0,0,0,0
15,286,1,0,0,0,0
15,286,2,0,0,0,0
16,286,1,0,0,0,0
16,286,2,0,0,0,0
17,286,1,0,0,0,0
17,286,2,0,0,0,0
18,286,1,0,0,0,0
18,286,2,0,0,0,0
19,286,1,0,0,0,0
19,286,2,0,0,0,0
21,286,1,0,0,4,0
21,286,2,0,0,0,0
22,286,1,0,0,0,0
22,286,2,0,0,0,0
23,286,1,0,0,0,0
23,286,2,0,0,0,0
24,286,1,0,0,0,0
24,286,2,0,0,0,0
25,286,1,0,0,0,0
25,286,2,0,0,0,0
26,286,1,0,0,0,0
26,286,2,0,0,0,0
27,286,1,0,0,0,0
27,286,2,0,0,0,0
28,286,1,0,0,0,0
28,286,2,0,0,0,0
29,286,1,0,0,0,0
29,286,2,0,0,0,0
2A,286,1,0,0,0,0
2A,286,2,0,0,0,0
2B,286,1,0,0,0,0
2B,286,2,0,0,0,0
30,286,1,0,0,0,0
30,286,2,0,0,0,0
31,286,1,0,0,0,0
31,286,2,0,0,0,0
32,286,1,0,0,0,0
32,286,2,0,0,0,0
33,286,1,0,0,0,0
33,286,2,0,0,0,0
34,286,1,0,0,0,0
34,286,2,0,0,0,0
35,286,1,0,0,0,0
35,286,2,0,0,0,0
36,286,1,0,0,0,0
36,286,2,0,0,0,0
37,286,1,5,0,5,0
37,286,2,12,0,12,0
38,286,1,0,0,0,0
38,286,2,0,0,0,0
39,286,1,0,0,0,0
39,286,2,0,0,0,0
40,286,1,0,0,0,0
40,286,2,0,0,0,0
41,286,1,0,0,0,0
41,286,2,0,0,0,0
42,286,1,0,0,0,0
42,286,2,0,0,0,0
43,286,1,0,0,0,0
43,286,2,0,0,0,0
44,286,1,0,0,0,0
44,286,2,0,0,0,0
45,286,1,0,0,0,0
45,286,2,0,0,0,0
46,286,1,0,0,0,0
46,286,2,0,0,0,0
47,286,1,0,0,0,0
47,286,2,0,0,0,0
48,286,1,0,0,0,0
48,286,2,0,0,0,0
49,286,1,0,0,0,0
49,286,2,0,0,0,0
50,286,1,0,0,0,0
50,286,2,0,0,0,0
51,286,1,0,0,0,0
51,286,2,0,0,0,0
52,286,1,0,0,0,0
52,286,2,0,0,0,0
53,286,1,0,0,0,0
53,286,2,0,0,0,0
54,286,1,0,0,0,0
54,286,2,0,0,0,0
55,286,1,0,0,0,0
55,286,2,0,0,0,0
56,286,1,0,0,0,0
56,286,2,0,0,0,0
57,286,1,0,0,0,0
57,286,2,0,0,0,0
58,286,1,0,0,0,0
58,286,2,0,0,0,0
59,286,1,5,0,5,0
59,286,2,20,0,20,0
60,286,1,0,0,0,0
60,286,2,0,0,0,0
61,286,1,0,0,0,0
61,286,2,0,0,0,0
62,286,1,0,0,0,0
62,286,2,1,0,1,0
63,286,1,0,0,0,0
63,286,2,0,0,0,0
64,286,1,0,0,0,0
64,286,2,0,0,0,0
65,286,1,0,0,0,0
65,286,2,0,0,0,0
66,286,1,0,0,0,0
66,286,2,0,0,0,0
67,286,1,0,0,0,0
67,286,2,0,0,0,0
68,286,1,0,0,0,0
68,286,2,0,0,0,0
69,286,1,1,0,1,0
69,286,2,5,0,5,0
70,286,1,0,0,0,0
70,286,2,0,0,0,0
71,286,1,0,0,0,0
71,286,2,0,0,0,0
72,286,1,0,0,0,0
72,286,2,0,0,0,0
73,286,1,0,0,0,0
73,286,2,0,0,0,0
74,286,1,0,0,0,0
74,286,2,0,0,0,0
75,286,1,0,0,0,0
75,286,2,0,0,0,0
76,286,1,0,0,0,0
76,286,2,0,0,0,0
77,286,1,0,0,0,0
77,286,2,0,0,0,0
78,286,1,0,0,0,0
78,286,2,0,0,0,0
79,286,1,0,0,0,0
79,286,2,0,0,0,0
80,286,1,0,0,0,0
80,286,2,0,0,0,0
81,286,1,0,0,0,0
81,286,2,0,0,0,0
82,286,1,0,0,0,0
82,286,2,0,0,0,0
83,286,1,0,0,0,0
83,286,2,0,0,0,0
84,286,1,0,0,0,0
84,286,2,0,0,0,0
85,286,1,0,0,0,0
85,286,2,0,0,0,0
86,286,1,0,0,0,0
86,286,2,0,0,0,0
87,286,1,1,0,1,0
87,286,2,0,0,0,0
88,286,1,0,0,0,0
88,286,2,0,0,0,0
89,286,1,0,0,0,0
89,286,2,0,0,0,0
90,286,1,0,0,0,0
90,286,2,0,0,0,0
91,286,1,0,0,0,0
91,286,2,0,0,0,0
92,286,1,1,0,1,0
92,286,2,1,0,1,0
93,286,1,0,0,3,0
93,286,2,0,0,6,0
94,286,1,4,0,4,0
94,286,2,1,0,3,0
95,286,1,0,0,0,0
95,286,2,0,0,1,0
970,286,1,0,0,0,0
970,286,2,0,0,0,0
971,286,1,0,0,0,0
971,286,2,0,0,0,0
972,286,1,0,0,0,0
972,286,2,0,0,0,0
973,286,1,0,0,0,0
973,286,2,0,0,0,0
974,286,1,0,0,0,0
974,286,2,0,0,0,0
976,286,1,0,0,0,0
976,286,2,0,0,0,0
977,286,1,0,0,0,0
977,286,2,0,0,0,0
978,286,1,0,0,0,0
978,286,2,0,0,0,0
0,286,0,0,0,0,0
1,286,0,0,0,0,0
2,286,0,0,0,0,0
3,286,0,0,0,0,0
4,286,0,0,0,0,0
5,286,0,0,0,0,0
6,286,0,0,0,0,0
7,286,0,0,0,0,0
8,286,0,0,0,0,0
9,286,0,0,0,0,0
10,286,0,0,0,0,0
11,286,0,0,0,0,0
12,286,0,0,0,0,0
13,286,0,0,0,0,0
14,286,0,0,0,0,0
15,286,0,0,0,0,0
16,286,0,0,0,0,0
17,286,0,0,0,0,0
18,286,0,0,0,0,0
19,286,0,0,0,0,0
21,286,0,0,0,4,0
22,286,0,0,0,0,0
23,286,0,0,0,0,0
24,286,0,0,0,0,0
25,286,0,0,0,0,0
26,286,0,0,0,0,0
27,286,0,0,0,0,0
28,286,0,0,0,0,0
29,286,0,0,0,0,0
2A,286,0,0,0,0,0
2B,286,0,0,0,0,0
30,286,0,0,0,0,0
31,286,0,0,0,0,0
32,286,0,0,0,0,0
33,286,0,0,0,0,0
34,286,0,0,0,0,0
35,286,0,0,0,0,0
36,286,0,0,0,0,0
37,286,0,17,0,17,0
38,286,0,0,0,0,0
39,286,0,0,0,0,0
40,286,0,0,0,0,0
41,286,0,0,0,0,0
42,286,0,0,0,0,0
43,286,0,0,0,0,0
44,286,0,0,0,0,0
45,286,0,0,0,0,0
46,286,0,0,0,0,0
47,286,0,0,0,0,0
48,286,0,0,0,0,0
49,286,0,0,0,0,0
50,286,0,0,0,0,0
51,286,0,0,0,0,0
52,286,0,0,0,0,0
53,286,0,0,0,0,0
54,286,0,0,0,0,0
55,286,0,0,0,0,0
56,286,0,0,0,0,0
57,286,0,0,0,0,0
58,286,0,0,0,0,0
59,286,0,25,0,25,0
60,286,0,0,0,0,0
61,286,0,0,0,0,0
62,286,0,1,0,1,0
63,286,0,0,0,0,0
64,286,0,0,0,0,0
65,286,0,0,0,0,0
66,286,0,0,0,0,0
67,286,0,0,0,0,0
68,286,0,0,0,0,0
69,286,0,6,0,6,0
70,286,0,0,0,0,0
71,286,0,0,0,0,0
72,286,0,0,0,0,0
73,286,0,0,0,0,0
74,286,0,0,0,0,0
75,286,0,0,0,0,0
76,286,0,0,0,0,0
77,286,0,0,0,0,0
78,286,0,0,0,0,0
79,286,0,0,0,0,0
80,286,0,0,0,0,0
81,286,0,0,0,0,0
82,286,0,0,0,0,0
83,286,0,0,0,0,0
84,286,0,0,0,0,0
85,286,0,0,0,0,0
86,286,0,0,0,0,0
87,286,0,1,0,1,0
88,286,0,0,0,0,0
89,286,0,0,0,0,0
90,286,0,0,0,0,0
91,286,0,0,0,0,0
92,286,0,2,0,2,0
93,286,0,0,0,9,0
94,286,0,5,0,7,0
95,286,0,0,0,1,0
970,286,0,0,0,0,0
971,286,0,0,0,0,0
972,286,0,0,0,0,0
973,286,0,0,0,0,0
974,286,0,0,0,0,0
976,286,0,0,0,0,0
977,286,0,0,0,0,0
978,286,0,0,0,0,0
0,287,1,0,0,0,0
0,287,2,0,0,0,0
1,287,1,0,0,0,0
1,287,2,0,0,0,0
2,287,1,0,0,0,0
2,287,2,0,0,0,0
3,287,1,0,0,0,0
3,287,2,0,0,0,0
4,287,1,0,0,0,0
4,287,2,0,0,0,0
5,287,1,0,0,0,0
5,287,2,0,0,0,0
6,287,1,0,0,0,0
6,287,2,0,0,0,0
7,287,1,0,0,0,0
7,287,2,0,0,0,0
8,287,1,0,0,0,0
8,287,2,0,0,0,0
9,287,1,0,0,0,0
9,287,2,0,0,0,0
10,287,1,0,0,0,0
10,287,2,0,0,0,0
11,287,1,0,0,0,0
11,287,2,0,0,0,0
12,287,1,0,0,0,0
12,287,2,0,0,0,0
13,287,1,0,0,0,0
13,287,2,0,0,0,0
14,287,1,0,0,0,0
14,287,2,0,0,0,0
15,287,1,0,0,0,0
15,287,2,0,0,0,0
16,287,1,0,0,0,0
16,287,2,0,0,0,0
17,287,1,0,0,0,0
17,287,2,0,0,0,0
18,287,1,0,0,0,0
18,287,2,0,0,0,0
19,287,1,0,0,0,0
19,287,2,0,0,0,0
21,287,1,9,0,13,0
21,287,2,10,0,10,0
22,287,1,0,0,0,0
22,287,2,0,0,0,0
23,287,1,0,0,0,0
23,287,2,0,0,0,0
24,287,1,1,0,1,0
24,287,2,1,0,1,0
25,287,1,0,0,0,0
25,287,2,0,0,0,0
26,287,1,0,0,0,0
26,287,2,0,0,0,0
27,287,1,1,0,1,0
27,287,2,0,0,0,0
28,287,1,0,0,0,0
28,287,2,0,0,0,0
29,287,1,0,0,0,0
29,287,2,0,0,0,0
2A,287,1,0,0,0,0
2A,287,2,0,0,0,0
2B,287,1,0,0,0,0
2B,287,2,0,0,0,0
30,287,1,0,0,0,0
30,287,2,0,0,0,0
31,287,1,0,0,0,0
31,287,2,0,0,0,0
32,287,1,0,0,0,0
32,287,2,0,0,0,0
33,287,1,0,0,0,0
33,287,2,0,0,0,0
34,287,1,0,0,0,0
34,287,2,0,0,0,0
35,287,1,0,0,0,0
35,287,2,0,0,0,0
36,287,1,0,0,0,0
36,287,2,0,0,0,0
37,287,1,4,0,9,0
37,287,2,5,0,17,0
38,287,1,0,0,0,0
38,287,2,0,0,0,0
39,287,1,0,0,0,0
39,287,2,0,0,0,0
40,287,1,0,0,0,0
40,287,2,0,0,0,0
41,287,1,0,0,0,0
41,287,2,0,0,0,0
42,287,1,0,0,0,0
42,287,2,0,0,0,0
43,287,1,0,0,0,0
43,287,2,0,0,0,0
44,287,1,0,0,0,0
44,287,2,0,0,0,0
45,287,1,0,0,0,0
45,287,2,0,0,0,0
46,287,1,0,0,0,0
46,287,2,0,0,0,0
47,287,1,0,0,0,0
47,287,2,0,0,0,0
48,287,1,0,0,0,0
48,287,2,0,0,0,0
49,287,1,0,0,0,0
49,287,2,0,0,0,0
50,287,1,0,0,0,0
50,287,2,1,0,1,0
51,287,1,0,0,0,0
51,287,2,0,0,0,0
52,287,1,0,0,0,0
52,287,2,0,0,0,0
53,287,1,0,0,0,0
53,287,2,0,0,0,0
54,287,1,0,0,0,0
54,287,2,0,0,0,0
55,287,1,0,0,0,0
55,287,2,0,0,0,0
56,287,1,0,0,0,0
56,287,2,0,0,0,0
57,287,1,0,0,0,0
57,287,2,0,0,0,0
58,287,1,0,0,0,0
58,287,2,0,0,0,0
59,287,1,0,0,5,0
59,287,2,0,0,20,0
60,287,1,0,0,0,0
60,287,2,1,0,1,0
61,287,1,0,0,0,0
61,287,2,0,0,0,0
62,287,1,0,0,0,0
62,287,2,0,0,1,0
63,287,1,0,0,0,0
63,287,2,0,0,0,0
64,287,1,0,0,0,0
64,287,2,0,0,0,0
65,287,1,0,0,0,0
65,287,2,0,0,0,0
66,287,1,0,0,0,0
66,287,2,0,0,0,0
67,287,1,0,0,0,0
67,287,2,0,0,0,0
68,287,1,0,0,0,0
68,287,2,0,0,0,0
69,287,1,1,0,2,0
69,287,2,4,0,9,0
70,287,1,0,0,0,0
70,287,2,0,0,0,0
71,287,1,0,0,0,0
71,287,2,0,0,0,0
72,287,1,0,0,0,0
72,287,2,0,0,0,0
73,287,1,0,0,0,0
73,287,2,0,0,0,0
74,287,1,0,0,0,0
74,287,2,0,0,0,0
75,287,1,2,0,2,0
75,287,2,3,0,3,0
76,287,1,0,0,0,0
76,287,2,0,0,0,0
77,287,1,0,0,0,0
77,287,2,0,0,0,0
78,287,1,0,0,0,0
78,287,2,0,0,0,0
79,287,1,0,0,0,0
79,287,2,0,0,0,0
80,287,1,3,0,3,0
80,287,2,8,0,8,0
81,287,1,0,0,0,0
81,287,2,0,0,0,0
82,287,1,0,0,0,0
82,287,2,0,0,0,0
83,287,1,0,0,0,0
83,287,2,0,0,0,0
84,287,1,0,0,0,0
84,287,2,0,0,0,0
85,287,1,0,0,0,0
85,287,2,0,0,0,0
86,287,1,0,0,0,0
86,287,2,0,0,0,0
87,287,1,0,0,1,0
87,287,2,0,0,0,0
88,287,1,0,0,0,0
88,287,2,0,0,0,0
89,287,1,0,0,0,0
89,287,2,0,0,0,0
90,287,1,0,0,0,0
90,287,2,0,0,0,0
91,287,1,0,0,0,0
91,287,2,0,0,0,0
92,287,1,14,0,15,0
92,287,2,36,0,37,0
93,287,1,0,0,3,0
93,287,2,0,0,6,0
94,287,1,0,0,4,0
94,287,2,0,0,3,0
95,287,1,0,0,0,0
95,287,2,0,0,1,0
970,287,1,0,0,0,0
970,287,2,0,0,0,0
971,287,1,0,0,0,0
971,287,2,0,0,0,0
972,287,1,0,0,0,0
972,287,2,0,0,0,0
973,287,1,0,0,0,0
973,287,2,0,0,0,0
974,287,1,0,0,0,0
974,287,2,0,0,0,0
976,287,1,0,0,0,0
976,287,2,0,0,0,0
977,287,1,0,0,0,0
977,287,2,0,0,0,0
978,287,1,0,0,0,0
978,287,2,0,0,0,0
0,287,0,0,0,0,0
1,287,0,0,0,0,0
2,287,0,0,0,0,0
3,287,0,0,0,0,0
4,287,0,0,0,0,0
5,287,0,0,0,0,0
6,287,0,0,0,0,0
7,287,0,0,0,0,0
8,287,0,0,0,0,0
9,287,0,0,0,0,0
10,287,0,0,0,0,0
11,287,0,0,0,0,0
12,287,0,0,0,0,0
13,287,0,0,0,0,0
14,287,0,0,0,0,0
15,287,0,0,0,0,0
16,287,0,0,0,0,0
17,287,0,0,0,0,0
18,287,0,0,0,0,0
19,287,0,0,0,0,0
21,287,0,19,0,23,0
22,287,0,0,0,0,0
23,287,0,0,0,0,0
24,287,0,2,0,2,0
25,287,0,0,0,0,0
26,287,0,0,0,0,0
27,287,0,1,0,1,0
28,287,0,0,0,0,0
29,287,0,0,0,0,0
2A,287,0,0,0,0,0
2B,287,0,0,0,0,0
30,287,0,0,0,0,0
31,287,0,0,0,0,0
32,287,0,0,0,0,0
33,287,0,0,0,0,0
34,287,0,0,0,0,0
35,287,0,0,0,0,0
36,287,0,0,0,0,0
37,287,0,9,0,26,0
38,287,0,0,0,0,0
39,287,0,0,0,0,0
40,287,0,0,0,0,0
41,287,0,0,0,0,0
42,287,0,0,0,0,0
43,287,0,0,0,0,0
44,287,0,0,0,0,0
45,287,0,0,0,0,0
46,287,0,0,0,0,0
47,287,0,0,0,0,0
48,287,0,0,0,0,0
49,287,0,0,0,0,0
50,287,0,1,0,1,0
51,287,0,0,0,0,0
52,287,0,0,0,0,0
53,287,0,0,0,0,0
54,287,0,0,0,0,0
55,287,0,0,0,0,0
56,287,0,0,0,0,0
57,287,0,0,0,0,0
58,287,0,0,0,0,0
59,287,0,0,0,25,0
60,287,0,1,0,1,0
61,287,0,0,0,0,0
62,287,0,0,0,1,0
63,287,0,0,0,0,0
64,287,0,0,0,0,0
65,287,0,0,0,0,0
66,287,0,0,0,0,0
67,287,0,0,0,0,0
68,287,0,0,0,0,0
69,287,0,5,0,11,0
70,287,0,0,0,0,0
71,287,0,0,0,0,0
72,287,0,0,0,0,0
73,287,0,0,0,0,0
74,287,0,0,0,0,0
75,287,0,5,0,5,0
76,287,0,0,0,0,0
77,287,0,0,0,0,0
78,287,0,0,0,0,0
79,287,0,0,0,0,0
80,287,0,11,0,11,0
81,287,0,0,0,0,0
82,287,0,0,0,0,0
83,287,0,0,0,0,0
84,287,0,0,0,0,0
85,287,0,0,0,0,0
86,287,0,0,0,0,0
87,287,0,0,0,1,0
88,287,0,0,0,0,0
89,287,0,0,0,0,0
90,287,0,0,0,0,0
91,287,0,0,0,0,0
92,287,0,50,0,52,0
93,287,0,0,0,9,0
94,287,0,0,0,7,0
95,287,0,0,0,1,0
970,287,0,0,0,0,0
971,287,0,0,0,0,0
972,287,0,0,0,0,0
973,287,0,0,0,0,0
974,287,0,0,0,0,0
976,287,0,0,0,0,0
977,287,0,0,0,0,0
978,287,0,0,0,0,0
0,288,1,0,0,0,0
0,288,2,0,0,0,0
1,288,1,0,0,0,0
1,288,2,0,0,0,0
2,288,1,0,0,0,0
2,288,2,0,0,0,0
3,288,1,0,0,0,0
3,288,2,0,0,0,0
4,288,1,0,0,0,0
4,288,2,0,0,0,0
5,288,1,0,0,0,0
5,288,2,0,0,0,0
6,288,1,1,0,1,0
6,288,2,2,0,2,0
7,288,1,0,0,0,0
7,288,2,0,0,0,0
8,288,1,0,0,0,0
8,288,2,0,0,0,0
9,288,1,0,0,0,0
9,288,2,0,0,0,0
10,288,1,0,0,0,0
10,288,2,0,0,0,0
11,288,1,0,0,0,0
11,288,2,0,0,0,0
12,288,1,0,0,0,0
12,288,2,0,0,0,0
13,288,1,0,0,0,0
13,288,2,0,0,0,0
14,288,1,0,0,0,0
14,288,2,0,0,0,0
15,288,1,0,0,0,0
15,288,2,0,0,0,0
16,288,1,0,0,0,0
16,288,2,0,0,0,0
17,288,1,0,0,0,0
17,288,2,0,0,0,0
18,288,1,0,0,0,0
18,288,2,0,0,0,0
19,288,1,0,0,0,0
19,288,2,0,0,0,0
21,288,1,2,0,15,0
21,288,2,18,0,28,0
22,288,1,0,0,0,0
22,288,2,0,0,0,0
23,288,1,0,0,0,0
23,288,2,0,0,0,0
24,288,1,1,0,2,0
